movie,directors,stars,year,runtime,genres
Frankenstein 1970,Howard W. Koch,"Boris Karloff, Tom Duggan, Jana Lund, Don 'Red' Barry",1958,83 min,"Horror, Sci-Fi"
Warriors of Future,Yuen Fai Ng,"Louis Koo, Carina Lau, Nick Cheung, Ching Wan Lau",2019,,Sci-Fi
Spasms,William Fruet,"Peter Fonda, Oliver Reed, Kerrie Keane, Al Waxman",1983,90 min,"Horror, Sci-Fi"
The Werewolf,Fred F. Sears,"Don Megowan, Joyce Holden, Eleanore Tanin, Kim Charney",1956,79 min,"Horror, Sci-Fi"
Foreboding,Kiyoshi Kurosawa,"Kaho, Shôta Sometani, Masahiro Higashide, Ren Osugi",2017,140 min,Sci-Fi
Beyond the Rising Moon,Philip J. Cook,"Tracy Davis, Hans Bachmann, Michael Mack, Ron Ikejiri",1987,84 min,"Adventure, Sci-Fi, Thriller"
"The World, The Flesh and The Devil",Ranald MacDougall,"Harry Belafonte, Inger Stevens, Mel Ferrer",1959,95 min,"Drama, Romance, Sci-Fi"
Furia,Alexandre Aja,"Stanislas Merhar, Marion Cotillard, Wadeck Stanczak, Pierre Vaneck",1999,90 min,"Drama, Romance, Sci-Fi"
Cubed,Saman Kesh,,,,"Horror, Sci-Fi, Thriller"
Lost in the Pacific,Vincent Zhou,"Brandon Routh, Yuqi Zhang, Russell Wong, Bernice Liu",2016,89 min,"Adventure, Sci-Fi, Thriller"
24,Vikram K. Kumar,"Suriya, Samantha Ruth Prabhu, Nithya Menon, Saranya Ponvannan",2016,164 min,"Action, Sci-Fi, Thriller"
Embers,Claire Carré,"Jason Ritter, Iva Gocheva, Greta Fernández, Tucker Smallwood",2015,85 min,"Drama, Sci-Fi"
Extra Terrestrial Visitors,Juan Piquer Simón,"Ian Sera, Nina Ferrer, Susana Bequer, Sara Palmer",1983,80 min,"Fantasy, Horror, Sci-Fi"
Aelita: Queen of Mars,Yakov Protazanov,"Yuliya Solntseva, Igor Ilyinsky, Nikolai Tsereteli, Nikolay Batalov",1924,111 min,"Adventure, Drama, Fantasy"
Conquest of Space,Byron Haskin,"Walter Brooke, Eric Fleming, Mickey Shaughnessy, Phil Foster",1955,81 min,Sci-Fi
Mill of the Stone Women,Giorgio Ferroni,"Pierre Brice, Scilla Gabel, Wolfgang Preiss, Dany Carrel",1960,96 min,"Horror, Sci-Fi"
"Robbi, Tobbi und das Fliewatüüt",Wolfgang Groos,"Arsseni Bultmann, Alexandra Maria Lara, Sam Riley, Friedrich Mücke",2016,106 min,"Adventure, Comedy, Drama"
Indru Netru Naalai,R. Ravikumar,"Vishnu Vishal, Mia George, Karunakaran, V. Jayaprakash",2015,146 min,"Comedy, Sci-Fi, Thriller"
Flight World War II,Emile Edwin Smith,"Faran Tahir, Robbie Kay, Aqueela Zoll, Matias Ponce",2015,85 min,"Action, Adventure, Sci-Fi"
Stormhouse,Dan Turner,"Katherine Flynn, Grant Masters, Patrick Flynn, Grahame Fox",2011,88 min,"Action, Horror, Mystery"
Day the World Ended,Roger Corman,"Richard Denning, Lori Nelson, Adele Jergens, Mike Connors",1955,79 min,"Horror, Sci-Fi"
The Phantom Planet,William Marshall,"Dean Fredericks, Coleen Gray, Anthony Dexter, Francis X. Bushman",1961,82 min,"Action, Adventure, Sci-Fi"
Origin: Spirits of the Past,Keiichi Sugiyama,"Ryô Katsuji, Aoi Miyazaki, Yûko Kotegawa, Masaru Hamaguchi",2006,95 min,"Animation, Drama, Romance"
The Final Programme,Robert Fuest,"Jon Finch, Jenny Runacre, Sterling Hayden, Harry Andrews",1973,81 min,Sci-Fi
The Return,Greydon Clark,"Jan-Michael Vincent, Cybill Shepherd, Martin Landau, Raymond Burr",1980,91 min,"Mystery, Sci-Fi, Thriller"
Puppet Master: Axis Termination,Charles Band,"George Appleby, Tonya Kay, Kevin Scott Allen, Tania Fox",2017,75 min,"Fantasy, Horror, Sci-Fi"
King Lear,Jean-Luc Godard,"Woody Allen, Freddy Buache, Leos Carax, Julie Delpy",1987,90 min,"Comedy, Drama, Sci-Fi"
Source Code 2,Anna Foerster,,,,"Action, Sci-Fi, Thriller"
Spaced Out,Norman J. Warren,"Barry Stokes, Tony Maiden, Glory Annen, Michael Rowlatt",1979,84 min,"Comedy, Sci-Fi"
The Invisible Boy,Gabriele Salvatores,"Ludovico Girardello, Valeria Golino, Fabrizio Bentivoglio, Christo Jivkov",2014,100 min,"Action, Adventure, Comedy"
Untitled Twilight Zone Project,,,,,"Drama, Sci-Fi, Thriller"
Batman: Anarchy,Osokwe Tychicus Vasquez,"Vanessa Sheri, Maria Granberg, Krystal M. Harris, Cody Vaughan",2016,45 min,"Action, Crime, Drama"
A Little Bit Zombie,Casey Walker,"Kristopher Turner, Yan-Kay Crystal Lowe, Shawn Roberts, Kristen Hager",2012,87 min,"Comedy, Horror, Sci-Fi"
Mutants,David Morlet,"Hélène de Fougerolles, Francis Renaud, Dida Diafat, Marie-Sohna Condé",2009,95 min,"Drama, Horror, Sci-Fi"
Battle for Skyark,Simon Hung,"Caon Mortenson, Garrett Coffey, Charlene Tung, Taylor Coliee",2017,88 min,"Action, Adventure, Fantasy"
The Man Who Could Cheat Death,Terence Fisher,"Anton Diffring, Hazel Court, Christopher Lee, Arnold Marlé",1959,83 min,"Drama, Horror, Sci-Fi"
Dragon Ball Z: Bio-Broly,Yoshihiro Ueda,"Masako Nozawa, Takeshi Kusao, Daisuke Gôri, Mayumi Tanaka",1994,47 min,"Animation, Action, Sci-Fi"
Star Pilot,Pietro Francisci,"Leonora Ruffo, Mario Novelli, Roland Lesaffre, Kirk Morris",1966,89 min,"Adventure, Sci-Fi"
The Electric State,Andy Muschietti,,,,"Action, Adventure, Drama"
Cyborg Girl,Jae-young Kwak,"Haruka Ayase, Keisuke Koide, Risa Ai, Nya Daigo",2008,115 min,"Action, Comedy, Romance"
Cyborg Cop,Sam Firstenberg,"David Bradley, John Rhys-Davies, Todd Jensen, Alonna Shaw",1993,95 min,"Action, Sci-Fi"
The Wild World of Batwoman,Jerry Warren,"Katherine Victor, George Mitchell, Steve Brodie, Richard Banks",1966,70 min,"Action, Comedy, Adventure"
Assignment Terror,"Tulio Demicheli, Hugo Fregonese, Antonio Isasi-Isasmendi, Eberhard Meichsner","Michael Rennie, Karin Dor, Craig Hill, Patty Shepard",1970,87 min,"Horror, Sci-Fi"
Another Plan from Outer Space,Lance Polland,"Jessica Morris, Augie Duke, Elizabeth Saint, Scott Sell",2018,98 min,"Drama, Sci-Fi, Thriller"
Age of Dinosaurs,Joseph J. Lawson,"Treat Williams, Ronny Cox, Jillian Rose Reed, Joshua Michael Allen",2013,88 min,"Action, Adventure, Sci-Fi"
The Kovak Box,Daniel Monzón,"Timothy Hutton, Lucía Jiménez, David Kelly, Georgia Mackenzie",2006,102 min,"Mystery, Sci-Fi, Thriller"
Monster a-Go Go,"Bill Rebane, Herschell Gordon Lewis","Philip Morton, June Travis, George Perry, Lois Brooks",1965,70 min,"Horror, Sci-Fi"
Pacific,Gonzalo Gutierrez 'G.G.',"María Gabriela de Faría, Manolo Cardona, Christopher Von Uckermann, Ricardo Abarca",,,"Horror, Sci-Fi"
The Northlander,Benjamin Ross Hayden,"Corey Sevier, Roseanne Supernault, Michelle Thrush, Julian Black Antelope",2016,98 min,"Adventure, Fantasy, Sci-Fi"
The Revenge of Frankenstein,Terence Fisher,"Peter Cushing, Francis Matthews, Eunice Gayson, Michael Gwynn",1958,90 min,"Horror, Sci-Fi"
Five,Arch Oboler,"William Phipps, Susan Douglas Rubes, James Anderson, Charles Lampkin",1951,93 min,"Drama, Horror, Sci-Fi"
Harmony,"Michael Arias, Takashi Nakamura","Miyuki Sawashiro, Reina Ueda, Aya Suzaki, Yoshiko Sakakibara",2015,119 min,"Animation, Sci-Fi, Thriller"
Antariksham 9000 kmph,Sankalp Reddy,"Varun Tej, Aditi Rao Hydari, Lavanya Tripathi, Akhil",2018,140 min,"Adventure, Drama, Sci-Fi"
Silent Fear,,,,,"Crime, Horror, Mystery"
Kikoriki. Deja Vu,Denis Chernov,"Wayne Grayson, Sondra James, Peter Linz, Mike Pollock",2018,85 min,"Animation, Adventure, Comedy"
Thunderbird 6,David Lane,"Peter Dyneley, Sylvia Anderson, Shane Rimmer, Jeremy Wilkin",1968,89 min,"Family, Sci-Fi"
Ghost in the Shell Arise: Border 1 - Ghost Pain,"Masahiko Murata, Kazuchika Kise","Maaya Sakamoto, Ikkyu Juku, Ken'ichirô Matsuda, Tarusuke Shingaki",2013,58 min,"Animation, Action, Sci-Fi"
Tekken: Blood Vengeance,Yoichi Mori,"Isshin Chiba, Unshô Ishizuka, Yuki Matsuoka, Mamoru Miyano",2011,100 min,"Animation, Action, Sci-Fi"
Loop,Isti Madarász,"Dénes Száraz, Dorina Martinovics, Zsolt Anger, Géza D. Hegedüs",2016,95 min,"Crime, Sci-Fi, Thriller"
Infected,Glenn Ciano,"Michael Madsen, William Forsythe, Christy Carlson Romano, Tom DeNucci",2013,95 min,"Action, Horror, Sci-Fi"
The Mandela Effect,David Guy Levy,"Charlie Hofheimer, Aleksa Palladino, Robin Lord Taylor, Clarke Peters",,,"Drama, Sci-Fi, Thriller"
Daft Punk's Electroma,"Thomas Bangalter, Guy-Manuel De Homem-Christo","Peter Hurteau, Michael Reich, Helena Stoddard, Vance Hartwell",2006,74 min,"Drama, Sci-Fi"
Curse of the Fly,Don Sharp,"Brian Donlevy, George Baker, Carole Gray, Yvette Rees",1965,86 min,"Drama, Horror, Mystery"
The Wild Blue Yonder,Werner Herzog,"Brad Dourif, Donald Williams, Ellen Baker, Franklin Chang-Diaz",2005,80 min,Sci-Fi
X the Unknown,"Leslie Norman, Joseph Losey","Dean Jagger, Edward Chapman, Leo McKern, Anthony Newley",1956,81 min,"Horror, Sci-Fi"
The Unhealer,Martin Guigui,"Natasha Henstridge, Lance Henriksen, Adam Beach, Branscombe Richmond",,,"Drama, Sci-Fi, Thriller"
Kraven the Hunter,,,,,"Action, Adventure, Sci-Fi"
Plague,Ed Hunt,"Daniel Pilon, Kate Reid, Céline Lomez, Michael J. Reynolds",1979,88 min,"Sci-Fi, Drama, Thriller"
Droid Gunner,Fred Olen Ray,"Marc Singer, Matthias Hues, Rochelle Swanson, Robin Clarke",1995,90 min,"Action, Sci-Fi"
Condorito: The Movie,"Alex Orrelle, Eduardo Schuldt","Omar Chaparro, Jessica Cediel, Cristián de la Fuente, Jey Mammon",2017,88 min,"Animation, Adventure, Comedy"
Robotech,Andy Muschietti,,,,"Action, Adventure, Sci-Fi"
Time Salvager,Michael Bay,,,,Sci-Fi
Sector 7,Ji-hoon Kim,"Ji-won Ha, Sung-Ki Ahn, Ji-Ho Oh, Ye-ryeon Cha",2011,101 min,"Action, Adventure, Horror"
The Bugs Bunny/Road-Runner Movie,"Chuck Jones, Phil Monroe","Mel Blanc, Arthur Q. Bryan, Paul Julian, Nicolai Shutorev",1979,98 min,"Animation, Comedy, Family"
Garm Wars: The Last Druid,Mamoru Oshii,"Lance Henriksen, Kevin Durand, Mélanie St-Pierre, Summer H. Howell",2014,92 min,"Action, Sci-Fi, Thriller"
Sumuru,Darrell Roodt,"Alexandra Kamp, Michael Shanks, Simona Williams, Terence Bridgett",2003,94 min,"Adventure, Sci-Fi, Fantasy"
Attack of the Puppet People,Bert I. Gordon,"John Agar, John Hoyt, June Kenney, Susan Gordon",1958,79 min,"Sci-Fi, Horror"
The Walking Dead,Michael Curtiz,"Boris Karloff, Ricardo Cortez, Edmund Gwenn, Marguerite Churchill",1936,66 min,"Crime, Horror, Sci-Fi"
Late for Dinner,W.D. Richter,"Peter Berg, Brian Wimmer, Marcia Gay Harden, Cassy Friel",1991,99 min,"Drama, Sci-Fi"
Grasshopper Jungle,Edgar Wright,,,,Sci-Fi
The Hands of Orlac,Robert Wiene,"Conrad Veidt, Alexandra Sorina, Fritz Strassny, Paul Askonas",1924,92 min,"Crime, Horror, Mystery"
See You Yesterday,Stefon Bristol,"Eden Duncan-Smith, Dante Crichlow, Astro, Marsha Stephanie Blake",2019,,Sci-Fi
Dragon Ball Z: Wrath of the Dragon,Mitsuo Hashimoto,"Masako Nozawa, Takeshi Kusao, Mayumi Tanaka, Hiromi Tsuru",1995,52 min,"Animation, Action, Sci-Fi"
Kung Fu Traveler 2,,,2017,95 min,"Action, Fantasy, Sci-Fi"
2020 Texas Gladiators,"Joe D'Amato, George Eastman","Al Cliver, Harrison Muller, Daniel Stephen, Peter Hooten",1982,91 min,"Action, Sci-Fi"
Dragon Ball Z: Tree of Might,Daisuke Nishio,"Masako Nozawa, Mayumi Tanaka, Tôru Furuya, Hirotaka Suzuoki",1990,60 min,"Animation, Action, Adventure"
Nightfall,Paul Mayersberg,"David Birney, Sarah Douglas, Alexis Kanner, Andra Millian",1988,83 min,"Mystery, Sci-Fi"
The Penitent Man,Nicholas Gyeney,"Lance Henriksen, Lathrop Walker, Andrew Keegan, Melissa Roberts",2010,92 min,"Drama, Sci-Fi"
Android Cop,Mark Atkins,"Michael Jai White, Kadeem Hardison, Randy Wayne, Charles S. Dutton",2014,89 min,"Action, Sci-Fi"
Visioneers,Jared Drake,"Zach Galifianakis, Judy Greer, Mía Maestro, Missi Pyle",2008,94 min,"Comedy, Drama, Sci-Fi"
Biohazard,Fred Olen Ray,"Aldo Ray, Angelique Pettyjohn, William Fair, David O'Hara",1985,84 min,"Horror, Sci-Fi"
Mars et Avril,Martin Villeneuve,"Jacques Languirand, Caroline Dhavernas, Paul Ahmarani, Robert Lepage",2012,90 min,"Drama, Fantasy, Music"
Scourge,Jonas Quastel,"Russell Ferrier, Robyn Ledoux, Nic Rhind, Jason Harder",2008,92 min,"Horror, Mystery, Sci-Fi"
Crawlspace,Justin Dix,"Nicholas Bell, Ngaire Dawn Fair, John Brumpton, Fletcher Humphrys",2012,86 min,"Horror, Mystery, Sci-Fi"
"Caltiki, the Immortal Monster","Riccardo Freda, Mario Bava","John Merivale, Didi Sullivan, Gérard Herter, Giacomo Rossi Stuart",1959,77 min,"Adventure, Horror, Sci-Fi"
Nukie,"Sias Odendaal, Michael Pakleppa","Glynis Johns, Steve Railsback, Ronald France, Siphiwe Mlangeni",1987,95 min,"Family, Sci-Fi"
Nightmare at Noon,Nico Mastorakis,"Wings Hauser, Bo Hopkins, George Kennedy, Kimberly Beck",1988,96 min,"Action, Sci-Fi, Horror"
Shockwave Darkside,Jay Weisman,"Mei Melançon, Bill Sage, Sonequa Martin-Green, Rich Ceraulo Ko",2014,87 min,"Action, Sci-Fi"
Die Körper der Astronauten,Alisa Berger,"Zita Aretz, Béla Gabor Lenz, Daniel Michel, Luzie Nadjafi",2017,75 min,"Drama, Family, Sci-Fi"
The Asphyx,Peter Newbrook,"Robert Powell, Robert Stephens, Jane Lapotaire, Alex Scott",1972,83 min,"Horror, Sci-Fi"
RoboGeisha,Noboru Iguchi,"Asami, Naoto Takenaka, Takumi Saitoh, Yoshihiro Nishimura",2009,102 min,"Action, Comedy, Sci-Fi"
Journey to the Seventh Planet,Sidney W. Pink,"John Agar, Carl Ottosen, Ove Sprogøe, Louis Miehe-Renard",1962,77 min,"Action, Adventure, Fantasy"
Return of the Fly,Edward Bernds,"Vincent Price, Brett Halsey, David Frankham, John Sutton",1959,80 min,"Drama, Fantasy, Horror"
Iru Mugan,Anand Shankar,"Vikram, Nayanthara, Nithya Menon, Thambi Ramayya",2016,154 min,"Action, Sci-Fi, Thriller"
Creatures the World Forgot,Don Chaffey,"Julie Ege, Tony Bonner, Robin John, Brian O'Shaughnessy",1971,92 min,"Adventure, Horror, Sci-Fi"
The Reconstruction of William Zero,Dan Bush,"Conal Byrne, Amy Seimetz, Scott Poythress, Lake Roberts",2014,98 min,"Drama, Sci-Fi, Thriller"
Travelers,Adam Starks,"Joshua Copeland, Daniela Loreto, Ryan McCullar, Neil Rogers",2017,63 min,Sci-Fi
The Curse of the Komodo,Jim Wynorski,"Tim Abell, Melissa Brasselle, William Langlois, Gail Thackray",2004,92 min,"Action, Adventure, Comedy"
The Power,Byron Haskin,"George Hamilton, Suzanne Pleshette, Richard Carlson, Yvonne De Carlo",1968,108 min,"Thriller, Sci-Fi"
Infection,Masayuki Ochiai,"Michiko Hada, Mari Hoshino, Tae Kimura, Yôko Maki",2004,98 min,"Drama, Horror, Sci-Fi"
The Man Who Wasn't There,Bruce Malmuth,"Steve Guttenberg, Jeffrey Tambor, Art Hindle, Morgan Most",1983,111 min,"Action, Adventure, Comedy"
Beyond the Stars,David Saperstein,"Martin Sheen, Christian Slater, Robert Foxworth, Sharon Stone",1989,88 min,"Sci-Fi, Drama"
The Rocketeers,,,,,"Action, Adventure, Sci-Fi"
Time Machine,Andy Muschietti,,,,Sci-Fi
Tetsuo: The Bullet Man,Shin'ya Tsukamoto,"Eric Bossick, Akiko Monô, Yûko Nakamura, Stephen Sarrazin",2009,71 min,"Action, Horror, Sci-Fi"
These Are the Damned,Joseph Losey,"Macdonald Carey, Shirley Anne Field, Viveca Lindfors, Alexander Knox",1962,87 min,"Drama, Fantasy, Horror"
Pulse Pounders,Charles Band,"Barbara Crampton, Jeffrey Combs, David Warner, David Gale",1988,77 min,"Fantasy, Horror, Sci-Fi"
Le Dernier Combat (The Last Battle),Luc Besson,"Pierre Jolivet, Jean Bouise, Jean Reno, Fritz Wepper",1983,92 min,Sci-Fi
Atom Age Vampire,Anton Giulio Majano,"Alberto Lupo, Susanne Loret, Sergio Fantoni, Franca Parisi",1960,87 min,"Horror, Sci-Fi"
The Last Seven,Imran Naqvi,"Tamer Hassan, Simon Phillips, Daisy Head, Sebastian Street",2010,84 min,"Drama, Horror, Sci-Fi"
The Inspector Chronicles,Nicholas Acosta,"Mayim Bialik, Robert Picardo, Nicholas Brendon, Chase Masterson",,,"Comedy, Sci-Fi"
Forbidden Power,Paul Kyriazi,"Lincoln Bevers, Nasanin Nuri, Hannah Janssen, Harry Mok",2018,94 min,Sci-Fi
Alien Presence,David DeCoteau,"Krista Allen, Avalon Barrie, Mark DaSilva, Stephen Hansen",2009,86 min,"Sci-Fi, Thriller"
Timemaster,James Glickenhaus,"Jesse Cameron-Glickenhaus, Pat Morita, Joanna Pacula, Duncan Regehr",1995,100 min,"Adventure, Sci-Fi, Western"
Chernaya Molniya,"Dmitriy Kiselev, Aleksandr Voytinskiy","Grigoriy Dobrygin, Ekaterina Vilkova, Viktor Verzhbitskiy, Valeriy Zolotukhin",2009,102 min,"Action, Sci-Fi, Thriller"
First Man Into Space,Robert Day,"Marshall Thompson, Marla Landi, Bill Edwards, Robert Ayres",1959,77 min,"Drama, Horror, Sci-Fi"
Arrival II,Kevin Tenney,"Patrick Muldoon, Jane Sibbett, Michael Sarrazin, Catherine Blythe",1998,101 min,"Drama, Horror, Sci-Fi"
Stargames,Greydon Clark,"Trevor Clark, Travis Clark, Darby Hinton, Jacqulin Cole",1998,90 min,Sci-Fi
The Maze,William Cameron Menzies,"Richard Carlson, Veronica Hurst, Katherine Emery, Michael Pate",1953,80 min,"Drama, Fantasy, Horror"
Night Raiders,Danis Goulet,,,,Sci-Fi
Pajama Party,Don Weis,"Tommy Kirk, Annette Funicello, Elsa Lanchester, Harvey Lembeck",1964,82 min,"Comedy, Musical, Romance"
Special,"Hal Haberman, Jeremy Passmore","Michael Rapaport, Paul Blackthorne, Josh Peck, Robert Baker",2006,81 min,"Comedy, Drama, Sci-Fi"
The Cars That Ate Paris,Peter Weir,"Terry Camilleri, John Meillon, Kevin Miles, Rick Scully",1974,91 min,"Comedy, Horror, Sci-Fi"
The Atomic Submarine,Spencer Gordon Bennet,"Arthur Franz, Dick Foran, Brett Halsey, Tom Conway",1959,72 min,"Sci-Fi, Thriller"
Black Antenna,Adam Mason,"Nick Vallelonga, Darri Ingolfsson, Lily Robinson, Daniel Louis Rivas",,,"Mystery, Sci-Fi"
Dark Matter,Roland Emmerich,,,,"Sci-Fi, Thriller"
Future Force,David A. Prior,"David Carradine, Robert Tessier, Anna Rapagna, William Zipp",1989,84 min,"Action, Crime, Sci-Fi"
Equalizer 2000,Cirio H. Santiago,"Richard Norton, Corinne Wahl, Robert Patrick, William Steis",1987,85 min,"Action, Adventure, Sci-Fi"
Teacher's Pet,Timothy Björklund,"Nathan Lane, Shaun Fleming, David Ogden Stiers, Kelsey Grammer",2004,73 min,"Animation, Adventure, Comedy"
Firehead,Peter Yuval,"Christopher Plummer, Chris Lemmon, Brett Porter, Gretchen Becker",1991,88 min,"Action, Sci-Fi, Thriller"
Cord,Pablo Gonzalez,"Laura de Boer, Michael Fritz Schumacher, Christian Wewerka",2015,65 min,"Fantasy, Horror, Romance"
Jurassic Predator,Andrew Jones,"Lee Bane, Richard Dee-Roberts, Jason Homewood, Lee Mark Jones",2018,90 min,"Action, Adventure, Comedy"
The Mandalorian Legacy,Aaron M. Johnson,"Terry Fujii, Scott Brown, Laura Gonzalez, Jerry Donahue",2009,,Sci-Fi
The Curious Female,Paul Rapp,"Angelique Pettyjohn, Charlene Jones, Bunny Allister, David Westberg",1970,87 min,"Comedy, Sci-Fi"
Thermae Romae,Hideki Takeuchi,"Hiroshi Abe, Aya Ueto, Kazuki Kitamura, Riki Takeuchi",2012,108 min,"Comedy, Sci-Fi"
Angel of H.E.A.T.,Myrl A. Schreibman,"Marilyn Chambers, Stephen Johnson, Mary Woronov, Milt Kogan",1983,93 min,"Action, Comedy, Sci-Fi"
Yu-Gi-Oh! Bonds Beyond Time,Ken'ichi Takeshita,"Gregory Abbey, Matthew Labyorteaux, Dan Green, Sean Schemmel",2010,49 min,"Animation, Action, Fantasy"
Circuitry Man,Steven Lovy,"Jim Metzler, Dana Wheeler-Nicholson, Lu Leonard, Vernon Wells",1990,93 min,"Action, Comedy, Sci-Fi"
Dropa,Wayne Slaten,"Jason Douglas, David Matranga, James Hong, Shayla Bagir",2019,101 min,"Drama, Sci-Fi, Thriller"
Monster Hunt 2,Raman Hui,"Tony Chiu-Wai Leung, Baihe Bai, Boran Jing, Yuchun Li",2018,110 min,"Adventure, Comedy, Sci-Fi"
Lobster Man from Mars,Stanley Sheff,"Deborah Foreman, S.D. Nemeth, Anthony Hickox, Dean Jacobson",1989,82 min,"Comedy, Horror, Sci-Fi"
Children of the Damned,Anton Leader,"Ian Hendry, Alan Badel, Barbara Ferris, Alfred Burke",1964,90 min,"Drama, Horror, Mystery"
The Prisoner,Ridley Scott,,,,Sci-Fi
The Cannibal in the Jungle,Simon George,"Richard Brake, Jim Sturgeon, Tim Ahern, Neil D'Souza",2015,84 min,"Crime, Horror, Sci-Fi"
The Crimson Ghost,"Fred C. Brannon, William Witney","Charles Quigley, Linda Stirling, Clayton Moore, I. Stanford Jolley",1946,167 min,"Action, Adventure, Crime"
Super Shark,Fred Olen Ray,"Tim Abell, Catherine Annette, Ashley Carr, Rick Cramer",2011,87 min,"Action, Adventure, Comedy"
The Mutations,Jack Cardiff,"Donald Pleasence, Tom Baker, Brad Harris, Julie Ege",1974,92 min,"Horror, Sci-Fi"
Strange Behavior,Michael Laughlin,"Michael Murphy, Louise Fletcher, Dan Shor, Fiona Lewis",1981,87 min,"Horror, Mystery, Sci-Fi"
The Invisible Maniac,Adam Rifkin,"Noel Peters, Savannah, Stephanie Blake, Melissa Moore",1990,86 min,"Comedy, Horror, Sci-Fi"
Beyond the Time Barrier,Edgar G. Ulmer,"Robert Clarke, Darlene Tompkins, Arianne Ulmer, Vladimir Sokoloff",1960,75 min,"Romance, Sci-Fi"
Rainbow Brite and the Star Stealer,"Bernard Deyriès, Kimio Yabuki","Bettina Bush, Pat Fraley, Peter Cullen, Robbie Lee",1985,85 min,"Animation, Adventure, Family"
Odysseus: Voyage to the Underworld,Terry Ingram,"Arnold Vosloo, Steve Bacic, JR Bourne, Stefanie von Pfetten",2008,88 min,"Action, Adventure, Fantasy"
Stand by Me Doraemon,"Tony Oliver, Ryuichi Yagi, Takashi Yamazaki","Wasabi Mizuta, Megumi Ohara, Satoshi Tsumabuki, Yumi Kakazu",2014,95 min,"Animation, Comedy, Drama"
Nimona,Patrick Osborne,,2020,,"Animation, Action, Adventure"
Trigun: Badlands Rumble,Satoshi Nishimura,"Masaya Onosaka, Hiromi Tsuru, Satsuki Yukino, Shô Hayami",2010,90 min,"Animation, Action, Sci-Fi"
Time Barbarians,Joseph John Barmettler,"Deron McBee, Joann Ayers, Daniel Martine, Louis Roth",1991,96 min,"Fantasy, Sci-Fi"
Portal,,,,,"Action, Adventure, Sci-Fi"
When Women Had Tails,Pasquale Festa Campanile,"Senta Berger, Giuliano Gemma, Frank Wolff, Renzo Montagnani",1970,105 min,"Comedy, Fantasy, Sci-Fi"
The Monolith Monsters,John Sherwood,"Grant Williams, Lola Albright, Les Tremayne, Trevor Bardette",1957,77 min,"Drama, Horror, Sci-Fi"
The Wizard of Speed and Time,Mike Jittlov,"Mike Jittlov, Richard Kaye, Paige Moore, Deven Chierighino",1988,95 min,"Biography, Comedy, Musical"
Flight That Disappeared,Reginald Le Borg,"Craig Hill, Paula Raymond, Dayton Lummis, Gregory Morton",1961,71 min,"Adventure, Fantasy, Sci-Fi"
The Mouse on the Moon,Richard Lester,"Margaret Rutherford, Ron Moody, Bernard Cribbins, David Kossoff",1963,82 min,"Comedy, Romance, Sci-Fi"
Dead Meat,Conor McMahon,"Marian Araujo, David Muyllaert, Eoin Whelan, David Ryan",2004,80 min,"Action, Comedy, Horror"
My First Day on Earth,Komal Ashfaq,"K. Cody Hunt, Kajal Kohli, Komal Ashfaq, Biz LaChance",,,"Comedy, Drama, Sci-Fi"
Master of Dark Shadows,David Gregory,"Ian McShane, Whoopi Goldberg, Roger Davis, Barbara Steele",2019,92 min,"Documentary, Biography, History"
Blue Flame,Cassian Elwes,"Charley Hayward, Jad Mager, Kerri Green, Brian Wimmer",1993,88 min,"Drama, Sci-Fi"
Nine Miles Down,Anthony Waller,"Adrian Paul, Amanda Douge, Anthony Waller, Caroline Couret-Delegue",2009,86 min,"Horror, Mystery, Sci-Fi"
Screams of Blasphemy,Shozin Fukui,"Haji Suzuki, Onn-chan, Kôji Ôtsubo, Kyoko Hara",1991,97 min,"Horror, Sci-Fi"
Femalien 2,Cybil Richards,"Venesa Talor, Bethany Lorraine, Josh Edwards, Damien Wells",1998,92 min,Sci-Fi
Man with the Screaming Brain,Bruce Campbell,"Bruce Campbell, Tamara Gorski, Ted Raimi, Antoinette Byron",2005,90 min,"Adventure, Comedy, Sci-Fi"
Alone in Space,Ted Kjellsson,"Ella Rae Rappaport, Dante Fleischanderl, Henrik Ståhl, Madeleine Barwén Trollvik",2018,84 min,"Family, Sci-Fi"
Alpha Code,Keoni Waxman,"Bren Foster, Denise Richards, Randy Couture, Petra Buckova",,,"Sci-Fi, Thriller"
(T)Raumschiff Surprise - Periode 1,Michael Herbig,"Michael Herbig, Rick Kavanian, Christian Tramitz, Anja Kling",2004,87 min,"Comedy, Sci-Fi"
Felix the Cat: The Movie,Tibor Hernádi,"Chris Phillips, Marbry Steward, Peter Newman, Alice Playten",1988,82 min,"Animation, Adventure, Comedy"
Evolver,Mark Rosman,"Ethan Embry, Cassidy Rae, Nassira Nicola, Chance Quinn",1995,87 min,"Action, Horror, Sci-Fi"
Apocalypse Rising,Richard Lowry,"Hunter Alexes Parker, Shane Samples, Justin Lebrun, Johanna Rae",2018,83 min,"Comedy, Fantasy, Horror"
Godzilla vs. Megaguirus,Masaaki Tezuka,"Misato Tanaka, Shôsuke Tanihara, Masatô Ibu, Yuriko Hoshi",2000,105 min,"Action, Horror, Sci-Fi"
Monstrosity,"Joseph V. Mascelli, Jack Pollexfen","Marjorie Eaton, Frank Gerstle, Frank Fowler, Erika Peters",1963,65 min,"Horror, Sci-Fi"
