movie,directors,stars,year,runtime,genres
Hardwired,Ernie Barbarash,"Cuba Gooding Jr., Val Kilmer, Michael Ironside, Tatiana Maslany",2009,94 min,"Action, Sci-Fi"
Deluge,Felix E. Feist,"Peggy Shannon, Lois Wilson, Sidney Blackmer, Matt Moore",1933,70 min,"Drama, Sci-Fi"
Alien Predator,Deran Sarafian,"Dennis Christopher, Martin Hewitt, Lynn-Holly Johnson, Luis Prendes",1986,90 min,"Drama, Horror, Sci-Fi"
Prisoner X,Gaurav Seth,"Michelle Nolden, Julian Richings, Damon Runyan, Nigel Bennett",2016,90 min,"Sci-Fi, Thriller"
Armada,,,,,"Action, Sci-Fi"
Horror Hospital,Antony Balch,"Michael Gough, Robin Askwith, Vanessa Shaw, Ellen Pollock",1973,90 min,"Comedy, Horror, Sci-Fi"
Gunhed,Masato Harada,"Masahiro Takashima, Brenda Bakke, James Brewster Thompson, Aya Enjôji",1989,100 min,"Action, Sci-Fi, Thriller"
Godzilla: Tokyo S.O.S.,Masaaki Tezuka,"Noboru Kaneko, Miho Yoshioka, Mickey Koga, Hiroshi Koizumi",2003,91 min,"Action, Adventure, Fantasy"
The Lost Skeleton of Cadavra,Larry Blamire,"Larry Blamire, Fay Masterson, Brian Howe, Dan Conroy",2001,90 min,"Comedy, Horror, Sci-Fi"
Indestructible Man,Jack Pollexfen,"Lon Chaney Jr., Max Showalter, Marian Carr, Ross Elliott",1956,72 min,"Crime, Horror, Sci-Fi"
Das Arche Noah Prinzip,Roland Emmerich,"Richy Müller, Franz Buchrieser, Aviva Joel, Matthias Fuchs",1984,100 min,Sci-Fi
Robot World,Neil Rowe,"Ian Rowe, Tamsyn Pickford, Neil Rowe, Jacob Peter Rowe",2015,82 min,"Sci-Fi, Thriller"
Repli-Kate,Frank Longo,"Ali Landry Monteverde, James Roday, Desmond Askew, Eugene Levy",2002,96 min,"Comedy, Sci-Fi"
State of Emergency,Turner Clay,"Jay Hayden, Tori White, Scott Lilly, Kathryn Todd Norman",2011,90 min,"Horror, Sci-Fi, Thriller"
The Lost World,Harry O. Hoyt,"Wallace Beery, Bessie Love, Lloyd Hughes, Lewis Stone",1925,106 min,"Adventure, Fantasy, Sci-Fi"
Star Leaf,Richard Cranor,"Richard Cranor, Julian Gavilanes, Russell Hodgkinson, Kevin Jolly",2015,77 min,"Horror, Sci-Fi, Thriller"
Painkillers,Peter Winther,"Tahmoh Penikett, Lesley-Ann Brandt, Colm Feore, Erica Durance",2015,102 min,"Action, Sci-Fi, Thriller"
Man Divided,Max Kestner,"Carsten Bjørnlund, Sofia Helin, Marijana Jankovic, Stina Ekblad",2017,87 min,"Drama, Sci-Fi"
De Film van Dylan Haegens,"Dylan Haegens, Bas van Teylingen","Ilse Warringa, Rico Verhoeven, Nick Golterman, Dylan Haegens",2018,81 min,"Adventure, Comedy, Family"
Sex Files: Alien Erotica II,Mark Delaroy,"Kira Reed Lorsch, Axia, Scott Haynes, Brad Bartram",2000,80 min,"Romance, Sci-Fi"
Lorca and the Outlaws,Roger Christian,"John Tarrant, Donogh Rees, Deep Roy, Ralph Cotterill",1984,84 min,Sci-Fi
The Vast of Night,Andrew Patterson,"Antoinette Anders, David H. Boyd, Rebeckah Boykin, Brett Brock",2019,89 min,"Fantasy, Mystery, Sci-Fi"
Assassin 33 A.D.,Jim Carroll,"Heidi Montag, Donny Boaz, Susan Gallagher, Anthony Crivello",,,Sci-Fi
Boy 7,Özgür Yildirim,"David Kross, Emilia Schüle, Ben Münchow, Jens Harzer",2015,108 min,"Drama, Mystery, Sci-Fi"
The Corpse Vanishes,Wallace Fox,"Bela Lugosi, Luana Walters, Tristram Coffin, Elizabeth Russell",1942,64 min,"Horror, Sci-Fi"
Black Flowers,Martin Gooch,"Krista DeMille, Andrea Sweeney-Blanco, Jesús Lloveras, William Mark McCullough",2018,,Sci-Fi
Plastic Man,,,,,"Action, Sci-Fi"
Pokémon: Lucario and the Mystery of Mew,"Kunihiko Yuyama, Darren Dunstan","Veronica Taylor, Eric Stuart, Amy Birnbaum, Madeleine Blaustein",2005,103 min,"Animation, Action, Adventure"
The Roller Blade Seven,Donald G. Jackson,"Scott Shaw, Frank Stallone, Karen Black, Don Stroud",1991,96 min,"Action, Sci-Fi"
Queen Crab,Brett Piper,"Michelle Simone Miller, Kathryn Metz, Richard Lounello, A.J. DeLucia",2015,80 min,"Action, Sci-Fi, Thriller"
Pod,Mickey Keating,"Lauren Ashley Carter, Dean Cates, Brian Morvant, Larry Fessenden",2015,76 min,"Horror, Mystery, Sci-Fi"
The Bees,Alfredo Zacarías,"John Saxon, Angel Tompkins, John Carradine, Claudio Brook",1978,83 min,"Horror, Sci-Fi, Thriller"
Galaxy Express 999,Rintaro,"Masako Nozawa, Masako Ikeda, Yôko Asagami, Miyoko Asô",1979,129 min,"Animation, Action, Adventure"
Uncle Kent 2,Todd Rohal,"Kent Osborne, Joe Swanberg, Jude Swanberg, Tom Fitzpatrick",2015,73 min,"Comedy, Sci-Fi"
Wavelength,Mike Gray,"Robert Carradine, Cherie Currie, Keenan Wynn, Cal Bowman",1983,87 min,"Biography, Sci-Fi, Thriller"
Digimon Adventure tri: Reunion,Keitarô Motonaga,"Cristina Valenzuela, Vic Mignogna, Johnny Yong Bosch, Cherami Leigh",2015,96 min,"Animation, Action, Adventure"
The Beast of Hollow Mountain,"Edward Nassour, Ismael Rodríguez","Guy Madison, Patricia Medina, Carlos Rivas, Mario Navarro",1956,79 min,"Romance, Sci-Fi, Western"
Sea Fever,Neasa Hardiman,"Connie Nielsen, Hermione Corfield, Dougray Scott, Olwen Fouéré",,,"Horror, Sci-Fi"
The Monster of Piedras Blancas,Irvin Berwick,"Les Tremayne, Forrest Lewis, John Harmon, Frank Arvidson",1959,71 min,"Horror, Sci-Fi"
Rain Without Thunder,Gary O. Bennett,"Betty Buckley, Carolyn McCormick, Iona Morris, Steve Zahn",1992,85 min,"Drama, Sci-Fi"
Nice Girls Don't Explode,Chuck Martinez,"Barbara Harris, Michelle Meyrink, William O'Leary, Wallace Shawn",1987,92 min,"Comedy, Romance, Sci-Fi"
Road to Mars,Humberto Hinojosa Ozcariz,"Tessa Ia, Luis Gerardo Méndez, Camila Sodi, Andrés Almeida",2017,93 min,"Adventure, Comedy, Drama"
Revan,"Andrei Shulgach, Steven Shulgach","Tim Torre, Garrett Vesely, Vincent Kalwa, John Andrews",2015,76 min,Sci-Fi
Tykho Moon,Enki Bilal,"Julie Delpy, Johan Leysen, Michel Piccoli, Marie Laforêt",1996,102 min,Sci-Fi
Catskill Park,Vlad Yudin,"Lauren Francesca, Katelyn Pearce, Wen Yann Shih, Alexander Cendese",2018,93 min,"Horror, Sci-Fi, Thriller"
Some Girls Do,Ralph Thomas,"Richard Johnson, Daliah Lavi, Beba Loncar, James Villiers",1969,88 min,"Action, Adventure, Comedy"
FLCL Alternative,"Katsuyuki Motohiro, Kiyotaka Suzuki, Yutaka Uemura","Erick Abbate, Yutaka Aoyama, Steve Blum, Ray Chase",2018,,"Animation, Action, Comedy"
Specimen,John Bradshaw,"Mark-Paul Gosselaar, Douglas O'Keeffe, Ingrid Kavelaars, Andrew Jackson",1996,85 min,Sci-Fi
Twenty Twenty-Four,Richard Mundy,"Andrew Kinsler, Peter McCrohon",2016,88 min,"Mystery, Sci-Fi, Thriller"
Cody the Robosapien,Sean McNamara,"Penelope Ann Miller, Kim Coates, David Eigenberg, Joaquim de Almeida",2013,86 min,"Adventure, Drama, Family"
Robot Ninja,J.R. Bookwalter,"Michael Todd, Bogdan Pecic, Maria Markovic, Floyd Ewing Jr.",1989,82 min,"Action, Horror, Sci-Fi"
The Killer Eye,David DeCoteau,"Jacqueline Lovell, Jonathan Norman, Nanette Bianchi, Costas Koromilas",1999,72 min,"Comedy, Horror, Sci-Fi"
Xtinction: Predator X,Amir Valinia,"Lochlyn Munro, Mark Sheppard, Elena Lyons, Paul Wall",2014,90 min,"Action, Adventure, Comedy"
Vexille,Fumihiko Sori,"Meisa Kuroki, Shôsuke Tanihara, Yasuko Matsuyuki, Akio Ôtsuka",2007,109 min,"Animation, Action, Sci-Fi"
The Demented,Christopher Roosevelt,"Kayla Ewell, Richard Kohnke, Ashlee Brian, Brittney Alger",2013,92 min,"Horror, Sci-Fi"
Ape,Paul Leder,"Rod Arrants, Joanna Kerns, Alex Nicol, Nak-hun Lee",1976,86 min,"Adventure, Fantasy, Sci-Fi"
The Venusian,Burt Balaban,"Patricia Neal, Helmut Dantine, Derek Bond, Cyril Luckham",1954,75 min,Sci-Fi
Andromina: The Pleasure Planet,Darren Moloney,"Shyra Deland, Christian Boeving, Mike Roman, Miyoko Fujimori",1999,88 min,"Comedy, Fantasy, Horror"
Slaughterhouse-Five,,,,,"Comedy, Drama, Sci-Fi"
Blackenstein,William A. Levey,"John Hart, Ivory Stone, Joe De Sue, Roosevelt Jackson",1973,87 min,"Horror, Sci-Fi"
Primal Rage,Vittorio Rambaldi,"Patrick Lowe, Cheryl Arutt, Sarah Buxton, Mitch Watson",1988,91 min,"Horror, Sci-Fi, Thriller"
One Point O,"Jeff Renfroe, Marteinn Thorsson","Richard Rees, Jeremy Sisto, Udo Kier, Deborah Kara Unger",2004,92 min,"Drama, Horror, Mystery"
Metal Mayhem,Benny Chan,"Mark Hicks, Paul Rudd, Edison Chen, Stephen Fung",2000,120 min,"Action, Sci-Fi"
Nathan's Kingdom,Olicer J. Muñoz,"Madison Ford, Jacob Lince, Peter Mendoza, John F. Henry II",2018,97 min,"Adventure, Drama, Sci-Fi"
Code Geass: Akito the Exiled - The Wyvern Arrives,,"Jeannie Tirado, Micah Solusod, Aaron Dismuke, Bryn Apprill",2012,60 min,"Animation, Action, Adventure"
Battle of the Damned,Christopher Hatton,"Dolph Lundgren, Melanie Zanetti, Matt Doran, David Field",2013,88 min,"Action, Adventure, Horror"
Future Zone,David A. Prior,"David Carradine, Ted Prior, Patrick Culliton, Gail Jensen",1990,82 min,"Action, Crime, Sci-Fi"
Future Shock,"Eric Parkinson, Matt Reeves, Oley Sassone","Vivian Schilling, Martin Kove, Brion James, Sydney Lassick",1994,98 min,"Sci-Fi, Horror"
Cold Zone,John MacCarthy,"Martin Cummins, Kirsten Robek, Nick Purcha, Sarah Desjardins",2017,85 min,"Action, Sci-Fi"
Hello Down There,"Jack Arnold, Ricou Browning","Tony Randall, Janet Leigh, Roddy McDowall, Jim Backus",1969,88 min,"Comedy, Sci-Fi"
Unnatural,Hank Braxtan,"James Remar, Sherilyn Fenn, Ron Carlson, Graham Greene",2015,89 min,"Action, Horror, Sci-Fi"
Cat-Women of the Moon,Arthur Hilton,"Sonny Tufts, Victor Jory, Marie Windsor, Susan Morrow",1953,64 min,"Adventure, Sci-Fi"
Mosquito-Man,Michael Manasseri,"Michael Manasseri, Kimberley Kates, Jordan Trovillion, Lloyd Kaufman",2013,79 min,"Action, Adventure, Comedy"
Terror Birds,Sean Cain,"Jessica Lee Keller, Lindsey Sporrer, Greg Evigan, Leslie Easterbrook",2016,87 min,"Action, Adventure, Comedy"
Hibernatus,Édouard Molinaro,"Louis de Funès, Michael Lonsdale, Claude Gensac, Bernard Alane",1969,82 min,"Comedy, Fantasy, Sci-Fi"
Chandu the Magician,"William Cameron Menzies, Marcel Varnel","Edmund Lowe, Irene Ware, Bela Lugosi, Herbert Mundin",1932,71 min,"Action, Adventure, Comedy"
Zaat,"Don Barton, Arnold Stevens","Marshall Grauer, Wade Popwell, Paul Galloway, Gerald Cruse",1971,100 min,"Horror, Sci-Fi"
Native,Daniel Fitzsimmons,"Rupert Graves, Ellie Kendrick, Leanne Best, Joe Macaulay",2016,86 min,"Drama, Sci-Fi"
They Came from Beyond Space,Freddie Francis,"Robert Hutton, Jennifer Jayne, Zia Mohyeddin, Bernard Kay",1967,85 min,"Adventure, Sci-Fi"
"Any Person, Living or Dead",Jonathan Krisel,Kumail Nanjiani,,,"Comedy, Sci-Fi"
Extinction,Adam Spinks,"Sarah Mac, Ben Loyd-Holmes, Neil Newbon, Daniel Caren",2014,103 min,"Action, Adventure, Horror"
Night of the Blood Beast,Bernard L. Kowalski,"Michael Emmet, Angela Greene, John Baer, Ed Nelson",1958,62 min,"Horror, Sci-Fi"
Deadly Voltage,John L'Ecuyer,"Alaina Huffman, Mimi Kuzyk, Mike Dopud, Krista Bridges",2016,84 min,"Drama, Sci-Fi"
"Ultramarines: A Warhammer 40,000 Movie",Martyn Pick,"Terence Stamp, John Hurt, Sean Pertwee, Steven Waddington",2010,76 min,"Animation, Action, Fantasy"
The Rig,Peter Atencio,"William Forsythe, Stacey Hinnen, Serah D'Laine, Marcus T. Paulk",2010,94 min,"Action, Adventure, Horror"
Snake Island,Wayne Crawford,"William Katt, Wayne Crawford, Kate Connor, Russel Savadier",2002,90 min,"Action, Adventure, Comedy"
Legend,,,,,"Action, Adventure, Fantasy"
The Human Race,Paul Hough,"Paul McCarthy-Boyington, Eddie McGee, Trista Robinson, T. Arthur Cottam",2013,87 min,"Action, Horror, Sci-Fi"
Chosen Survivors,Sutton Roley,"Jackie Cooper, Alex Cord, Richard Jaeckel, Bradford Dillman",1974,99 min,"Action, Adventure, Drama"
Buck Rogers,"Ford Beebe, Saul A. Goodkind","Buster Crabbe, Constance Moore, Jackie Moran, Jack Mulhall",1939,237 min,"Adventure, Family, Fantasy"
Black Mask 2: City of Masks,Hark Tsui,"Andy On, Tobin Bell, Jon Polito, Teresa Herrera",2002,102 min,"Action, Drama, Sci-Fi"
Pilot Pirx's Inquest,Marek Piestrak,"Sergei Desnitsky, Boleslaw Abart, Vladimir Ivashov, Aleksandr Kaydanovskiy",1979,95 min,"Drama, Sci-Fi"
Untitled Ben 10 Project,,,,,"Action, Adventure, Comedy"
Meatball Machine Kodoku,Yoshihiro Nishimura,"Tomori Abe, Kensuke Ashihara, Satoshi Eishima, Goki",2017,100 min,"Action, Comedy, Horror"
ZMD: Zombies of Mass Destruction,Kevin Hamedani,"Janette Armand, Doug Fahl, Cooper Hopkins, Russell Hodgkinson",2009,89 min,"Comedy, Horror, Sci-Fi"
Evangerion shin gekijoban,"Hideaki Anno, Masayuki, Kazuya Tsurumaki","Megumi Hayashibara, Megumi Ogata, Yûko Miyamura, Akira Ishida",,,"Animation, Action, Drama"
Once Upon a Superhero,John M Kline,"Adam Marcinowski, Yvette Monreal, Ron Bush, Jason Austin Cousins",2018,113 min,"Drama, Sci-Fi"
Collision Course,Fred Olen Ray,"David Chokachi, Tia Carrere, Meghan McLeod, Tim Abell",2012,90 min,"Action, Adventure, Drama"
First Spaceship on Venus,Kurt Maetzig,"Yôko Tani, Oldrich Lukes, Ignacy Machowski, Julius Ongewe",1960,79 min,Sci-Fi
War of the Robots,Alfonso Brescia,"Antonio Sabato, Yanti Somer, Malisa Longo, Patrizia Gori",1978,99 min,"Adventure, Sci-Fi"
Solar Crisis,Richard C. Sarafian,"Tim Matheson, Charlton Heston, Peter Boyle, Annabel Schofield",1990,112 min,"Sci-Fi, Thriller"
Doomsday Book,"Pil-sung Yim, Jee-woon Kim","Doona Bae, Joon-ho Bong, Ji-hee Jin, Yun-hie Jo",2012,115 min,"Comedy, Drama, Fantasy"
From Hell It Came,Dan Milner,"Tod Andrews, Tina Carver, Linda Watkins, John McNamara",1957,71 min,"Horror, Sci-Fi"
Poseidon Rex,Mark L. Lester,"Brian Krause, Anne McDaniels, Steven Helmkamp, Candice Nunes",2013,81 min,"Action, Adventure, Comedy"
Triborn,Adam Sonnet,"Carrie Henn, Patrick Kilpatrick, Ricco Ross, Neville Page",,,"Action, Sci-Fi, Thriller"
Dragon Ball: Sleeping Princess in Devil's Castle,Daisuke Nishio,"Masako Nozawa, Tôru Furuya, Mami Koyama, Mayumi Tanaka",1987,45 min,"Animation, Action, Adventure"
I guerrieri dell'anno 2072,Lucio Fulci,"Jared Martin, Fred Williamson, Howard Ross, Eleonora Brigliadori",1984,90 min,"Action, Sci-Fi, Thriller"
Proyecto tiempo,Isabel Coixet,"Úrsula Corberó, Carmen Machi, Belén Cuesta, Lluís Homar",2017,63 min,Sci-Fi
S-a furat o bomba,Ion Popescu-Gopo,"Eugenia Balaure, Haralambie Boros, Emil Botta, Horia Caciulescu",1961,74 min,"Comedy, Fantasy, Sci-Fi"
Sightings,Dallas Morgan,"Boo Arnold, Tahlia Morgan, Rawn Erickson, Dante Basco",2017,88 min,"Adventure, Drama, Mystery"
Fighting the Sky,Conrad Faraj,"Angela Cole, Roger Conners, Jinette Faraj, Judith A. Faraj",2018,97 min,Sci-Fi
The Black Hole,Mark Steven Grove,"Malcolm McDowell, Dean Cain, Izzie Steele, Natalie Distler",2016,111 min,"Sci-Fi, Thriller"
The Big Empty,Steve Anderson,"Jon Favreau, Joey Lauren Adams, Kelsey Grammer, Daryl Hannah",2003,94 min,"Comedy, Drama, Mystery"
From the Earth to the Moon,Byron Haskin,"Joseph Cotten, George Sanders, Debra Paget, Don Dubbins",1958,101 min,"Adventure, Fantasy, Sci-Fi"
A Journey to the Beginning of Time,Karel Zeman,"Vladimír Bejval, Petr Herrman, Zdenek Hustak, Josef Lukás",1955,83 min,"Adventure, Animation, Family"
Doraemon the Movie: Nobita's New Great Adventure into the Underworld,Yukiyo Teramoto,"Wasabi Mizuta, Megumi Ohara, Yumi Kakazu, Subaru Kimura",2007,112 min,"Animation, Adventure, Comedy"
Horror Hotel the Movie,Ricky Hess,"Tera Buerkle, Deborah Childs, Jordan Demers, Austin Freeman",2016,103 min,"Comedy, Horror, Sci-Fi"
Spiders II: Breeding Ground,Sam Firstenberg,"Stephanie Niznik, Greg Cromer, Daniel Quinn, Richard Moll",2001,96 min,"Action, Horror, Sci-Fi"
51,Jason Connery,"Tammi Arender, Randy Austin, Jillian Batherson, Bruce Boxleitner",2011,90 min,"Horror, Sci-Fi"
Dragon Ball Z: The Return of Cooler,Daisuke Nishio,"Masako Nozawa, Toshio Furukawa, Mayumi Tanaka, Ryô Horikawa",1992,45 min,"Animation, Action, Fantasy"
Independence Daysaster,W.D. Hogan,"Ryan Merriman, Andrea Brooks, Emily Holmes, Keenan Tracey",2013,90 min,"Action, Adventure, Sci-Fi"
Darken,Audrey Cummings,"Bea Santos, Olunike Adeliyi, Ari Millen, Christine Horne",2017,82 min,"Fantasy, Horror, Sci-Fi"
Little Tito and the Aliens,Paola Randi,"Valerio Mastandrea, Clémence Poésy, Luca Esposito, Chiara Stella Riccio",2017,93 min,"Comedy, Sci-Fi"
Moon Child,Agustí Villaronga,"Maribel Martín, Lisa Gerrard, Enrique Saldana, Lucia Bosé",1989,118 min,"Fantasy, Sci-Fi"
Bizli: Origin,Iftakar Chowdhury,"Eamin Haque Bobby, Zahid Hasan, Ilias Kanchan, Raanveer",2018,124 min,"Action, Fantasy, Sci-Fi"
Being,Douglas C. Williams,"Ben Browder, Lance Henriksen, Robert John Burke, Ahd",,,"Drama, Sci-Fi"
Instant Dreams,Willem Baptist,"Stefanie Schneider, Stephen Herchen, Chris Bonanos, Edwin H. Land",2017,91 min,"Documentary, Drama, Sci-Fi"
The Hideous Sun Demon,"Robert Clarke, Tom Boutross","Robert Clarke, Patricia Manning, Nan Peterson, Patrick Whyte",1958,74 min,"Horror, Sci-Fi"
Pokémon: Jirachi - Wish Maker,"Kunihiko Yuyama, Eric Stuart","Rica Matsumoto, Veronica Taylor, Eric Stuart, Ikue Ôtani",2003,81 min,"Animation, Action, Adventure"
The Astounding She-Monster,Ronald V. Ashcroft,"Robert Clarke, Kenne Duncan, Marilyn Harvey, Jeanne Tatum",1957,62 min,"Crime, Horror, Sci-Fi"
Mobius,Lynne Ramsay,,,,Sci-Fi
Dance to Death,Andrey Volgin,"Deni Alasaniya, Agniya Ditkovskite, Nikita Dyuvbanov, Lukerya Ilyashenko",2017,90 min,"Action, Drama, Sci-Fi"
Operation Ganymed,Rainer Erler,"Horst Frank, Dieter Laser, Jürgen Prochnow, Uwe Friedrichsen",1977,118 min,Sci-Fi
Invasion,Alan Bridges,"Edward Judd, Yôko Tani, Valerie Gearon, Lyndon Brook",1965,82 min,Sci-Fi
Exo,Cedric Nicolas-Troyan,"Bella Thorne, Jack Kilmer",,,"Sci-Fi, Thriller"
Monstroid,"Kenneth Hartford, Herbert L. Strock","James Mitchum, John Carradine, Philip Carey, Anthony Eisley",1980,98 min,"Horror, Sci-Fi"
Battle in Outer Space,Ishirô Honda,"Ryô Ikebe, Kyôko Anzai, Minoru Takada, Koreya Senda",1959,90 min,Sci-Fi
"20,000 Leagues Under the Sea",Stuart Paton,"Allen Holubar, Dan Hanlon, Edna Pendleton, Curtis Benton",1916,105 min,"Action, Adventure, Sci-Fi"
Moon Pilot,James Neilson,"Tom Tryon, Brian Keith, Edmond O'Brien, Dany Saval",1962,98 min,"Family, Comedy, Sci-Fi"
"Giant Women, Micro-Budget",Jason Kartalian,"Vlada Fox, Jeff Leroy, Tom Newth, Rachel Riley",2018,10 min,"Documentary, Biography, Comedy"
Godzilla,"Luigi Cozzi, Ishirô Honda, Terry O. Morse","Raymond Burr, Akihiko Hirata, Momoko Kôchi, Takashi Shimura",1977,106 min,Sci-Fi
Cities of Last Things,Wi Ding Ho,"Lu Huang, Hong-Chi Lee, Jack Kao, Linda Jui-Chi Liu",2018,107 min,"Crime, Drama, Sci-Fi"
Army of Frankensteins,Ryan Bellgardt,"Jordan Farris, Christian Bellgardt, John Ferguson, Eric Gesecus",2013,108 min,"Adventure, Horror, Sci-Fi"
Brand Upon the Brain!,Guy Maddin,"Gretchen Krich, Sullivan Brown, Maya Lawson, Katherine E. Scharhon",2006,95 min,"Comedy, Drama, Fantasy"
One Million B.C.,"Hal Roach Jr., Hal Roach","Victor Mature, Carole Landis, Lon Chaney Jr., Conrad Nagel",1940,80 min,"Adventure, Fantasy, Romance"
Princes and Princesses,Michel Ocelot,"Arlette Mirapeu, Philippe Cheytion, Yves Barsacq, François Voisin",2000,70 min,"Animation, Comedy, Family"
I Remember You,Claudia Sparrow,"Stefanie Butler, Joe Egender, Jordan Monaghan, Billy Evans",2015,86 min,"Drama, Romance, Sci-Fi"
It!,Herbert J. Leder,"Roddy McDowall, Jill Haworth, Paul Maxwell, Aubrey Richards",1967,96 min,"Horror, Sci-Fi"
The Capture,Jim Agnew,"Jonathan Howard, Nora-Jane Noone, Jordan Tisdale, Annie Monroe",2017,78 min,"Sci-Fi, Thriller"
Future-Kill,Ronald W. Moore,"Edwin Neal, Marilyn Burns, Gabriel Folse, Wade Reese",1985,89 min,"Adventure, Comedy, Horror"
Genocidal Organ,Shûkô Murase,"Josh Grelle, Ian Sinclair, Clifford Chapin, Joel McDonald",2017,115 min,"Animation, Sci-Fi"
The 30 Foot Bride of Candy Rock,Sidney Miller,"Lou Costello, Dorothy Provine, Gale Gordon, Jimmy Conlin",1959,75 min,"Comedy, Sci-Fi"
The Astral Factor,"John Florea, Gene Fowler Jr., Arthur C. Pierce","Robert Foxworth, Stefanie Powers, Sue Lyon, Mark Slade",1978,85 min,"Sci-Fi, Thriller"
Latitude Zero,Ishirô Honda,"Joseph Cotten, Cesar Romero, Akira Takarada, Masumi Okada",1969,89 min,"Action, Adventure, Sci-Fi"
Horror of the Blood Monsters,Al Adamson,"John Carradine, Robert Dix, Vicki Volante, Joey Benson",1970,85 min,"Adventure, Horror, Sci-Fi"
Ghost in the Shell Arise: Border 3 - Ghost Tears,Kazuchika Kise,"Maaya Sakamoto, Ikkyu Juku, Ken'ichirô Matsuda, Tarusuke Shingaki",2014,55 min,"Animation, Action, Sci-Fi"
Pathos - Segreta inquietudine,Piccio Raffanini,"Virginia Hey, Gérard Darmon, Gioia Scola, Dario Parisini",1988,89 min,"Horror, Mystery, Sci-Fi"
Gamera 3: Revenge of Iris,Shûsuke Kaneko,"Shinobu Nakayama, Ai Maeda, Yukijirô Hotaru, Ayako Fujitani",1999,108 min,"Action, Drama, Family"
The Mysterious Castle in the Carpathians,Oldrich Lipský,"Michal Docolomanský, Evelyna Steimarová, Vlastimil Brodský, Milos Kopecký",1981,97 min,"Adventure, Comedy, Fantasy"
Genesis: Fall of the Crime Empire,"Joseph Mbah, Nick LaRovere","Matthew Goldring, Yai Bagat, Anthony Philips, Michael C. Alvarez",2017,81 min,"Action, Sci-Fi"
Ravagers,Richard Compton,"Richard Harris, Ernest Borgnine, Ann Turkel, Art Carney",1979,90 min,"Sci-Fi, Fantasy, Drama"
Oggy and the Cockroaches: The Movie,Olivier Jean Marie,"Shailesh Pandey, Hugues Le Bars",2013,80 min,"Animation, Adventure, Comedy"
The Substitute,Ole Bornedal,"Paprika Steen, Ulrich Thomsen, Jonas Wandschneider, Nikolaj Falkenberg-Klok",2007,93 min,"Comedy, Fantasy, Horror"
Nine Lives,Siri Rødnes,"Jonny Lee Miller, Common",,,Sci-Fi
Dark Side of the Moon,Richard Terrasi,"Mitzi Akaha, Michael Gentile, Sam N. Hawkins, Jamie Honey",2016,98 min,"Horror, Sci-Fi, Thriller"
World Without End,Edward Bernds,"Hugh Marlowe, Nancy Gates, Nelson Leigh, Rod Taylor",1956,80 min,"Adventure, Romance, Sci-Fi"
Bright Skies,André Øvredal,,,,Sci-Fi
The Diabolical Dr. Z,Jesús Franco,"Estella Blain, Mabel Karr, Howard Vernon, Fernando Montes",1966,86 min,"Horror, Sci-Fi"
Star Wars: Shrouded Destiny,"Joon Poore, Shahbaz Sarwar","Lars Mikkelsen, Oliver Wilson, Shahbaz Sarwar, Lauren Okadigbo",,,"Drama, Sci-Fi"
