movie,directors,stars,year,runtime,genres
Independents' Day ,Laura Beth Love,"Fay Gauthier, Sal Landi, William Castrogiovanni, Jacquelin Arroyo, Brian Tyler Cohen",2016, 1h 31m,"Action, Science Fiction"
The Tiger Blade ,Theeratorn Siriphunvaraporn,"Atsadawut Luengsuntorn, Phimonrat Phisarayabud, Pongpat Wachirabunjong, Srungsuda Lawanprasert, Amornrit Sriphung",2005, 1h 31m,"Action, Comedy, Fantasy, Science Fiction"
Zocta: Sólo en la Tierra se puede ser extraterrestre ,Joe Rígoli,"Joe Rígoli, Pepe Regueria, Rafael Taibo, José Carabias, Rafael Amor",1988, 1h 23m,"Science Fiction, Comedy"
South of 8 ,Tony Olmos,"Brian Patrick Butler, George Jac, Jennifer Paredes, Kathryn Schott, Raye Richards",2017, 1h 31m,"Action, Crime, Drama, Science Fiction, Thriller"
Sunspring ,Oscar Sharp,"Thomas Middleditch, Humphrey Ker, Elisabeth Gray",2016, 0h 9m,Science Fiction
Creepy Classics ,Pamela Page,Vincent Price,1988, 0h 30m,"Documentary, Science Fiction, Horror"
The First ,Jacobo Rispa,"Vivi Pineda, Eva Tamargo, Manuel Uriza, Byron Haigh, Joss Waleska",2014, 1h 30m,"Thriller, Science Fiction"
Seven Cities Story: Arctic Front ,Mamoru Kanbe,"Akio Otsuka, Kouichi Yamadera, Hideyuki Umezu, Kikuko Inoue",1994, 0h 58m,"Science Fiction, Drama, War, Animation"
Thread ,Alexander Voulgaris,"Sofia Kokkali, Vangelis Loukissas, Daphne Patakia, Giorgos Karpathakis, Sofia Georgovassili",2017, 1h 34m,"Drama, Science Fiction"
Twin Signal: Family Game ,Takashi Sogabe,"Takehito Koyasu, Yuri Shiratori, Rica Matsumoto, Hiro Yuuki, Ikue Otani",1996, 1h 27m,"Science Fiction, Action, Adventure, Animation, Comedy"
District C-11 ,Wes Williams II,"Corey Spencer, Timo Jacobs, Mark Resnik, Brina, Arthur Hiou",2017, 1h 30m,"Drama, Science Fiction, Thriller, Action, Crime"
Status Update ,Scott Speer,"Ross Lynch, Olivia Holt, Harvey Guillén, Gregg Sulkin, Courtney Eaton",2018, 1h 46m,"Comedy, Fantasy, Science Fiction"
Astro Zombies: M4 - Invaders from Cyberspace ,Ted V. Mikels,"Sean Morelli, Jaime Preston Lynch, Ted V. Mikels, Shanti, Robert Southerland",2012, -,"Science Fiction, Horror"
The Crawling Brain ,Ron Ford,"Randal Malone, Mark Shady, Stephanie Beaton, Anita Page, Gary Halsten",2002, -,"Science Fiction, Horror"
Polish Legends. Twardowsky 2.0 ,Tomek Baginski,"Robert Więckiewicz, Aleksandra Kasprzyk, Tomasz Drabek, Piotr Machalica",2016, 0h 20m,Science Fiction
Pandemic ,Takahisa Zeze,"Satoshi Tsumabuki, Rei Dan, Ryoko Kuninaka, Yoji Tanaka, Chizuru Ikewaki",2009, 2h 18m,"Action, Drama, Science Fiction, Thriller"
2043,Eugenie Muggleton,,2014, 0h 18m,Science Fiction
Adam Peiper ,Mónica Mateo,"Luis Bermejo, Octavi Pujades, Maru Valdivielso",2015, 0h 17m,"Science Fiction, Horror"
The Last Scout ,Simon Phillips,"Blaine Gray, Simon Phillips, Rebecca Ferdinando, Deji LaRay, Rita Ramnani",2017, 1h 47m,Science Fiction
The Changing Same ,Cauleen Smith,,2001, 0h 9m,"Drama, Science Fiction"
Once There Was Brasília ,Adirley Queirós,"Wellington Abreu, Marquim do Tropa, Andreia Vieira, Franklin Ferreira",2017, 1h 38m,Science Fiction
Bad Kids of Crestview Academy ,Ben Browder,"Gina Gershon, Sean Astin, Sammi Hanratty, Drake Bell, Ben Browder",2017, 1h 40m,"Comedy, Fantasy, Mystery, Science Fiction, Thriller"
Nurse Diary: Beast Afternoon ,Naosuke Kurosawa,"Maiko Kazama, Jun Miho, Eimei Esumi, Maki Kawamura, Kôzô Murao",1982, -,"Crime, Science Fiction"
Supernova ,John Harrison,"Tia Carrere, Peter Fonda, Luke Perry, Clemency Burton-Hill, Emma Samms",2005, 2h 52m,"Science Fiction, Action, Drama"
Rampage ,Brad Peyton,"Dwayne Johnson, Naomie Harris, Malin Åkerman, Jeffrey Dean Morgan, Jake Lacy",2018, 1h 47m,"Action, Adventure, Science Fiction, Fantasy"
Cat-Women of the Moon ,Arthur Hilton,"Sonny Tufts, Victor Jory, Marie Windsor, Carol Brewster, William Phipps",1953, 1h 4m,Science Fiction
El extraño visitante ,Christian González,"Mario Almada, Roberto Ballesteros, Gerardo Vigil, Karla Nayelli, Alfredo Camacho",1995, 1h 19m,"Action, Science Fiction"
Spider-Man: Far from Home ,Jon Watts,"Tom Holland, Jake Gyllenhaal, Zendaya, Samuel L. Jackson, Cobie Smulders",2019, -,"Action, Adventure, Science Fiction"
Robot Monster ,Phil Tucker,"George Nader, Claudia Barrett, Gregory Moffett, John Mylong, Selena Royle",1953, 1h 6m,Science Fiction
Queen of Outer Space ,Edward Bernds,"Zsa Zsa Gábor, Eric Fleming, Dave Willock, Laurie Mitchell, Lisa Davis",1958, 1h 20m,"Adventure, Science Fiction, Fantasy"
Himitsu Sentai Gorenger: The Blue Fortress ,Koichi Takemoto,"Naoya Makoto, Hiroshi Miyauchi, Baku Hatakeyama, Lisa Komaki, Yukio Itô",1975, 0h 30m,"Science Fiction, Action, Adventure"
Reset ,Ryan Gallagher,"Christopher Clark, Rachel Drayke, Jim Fonville, Tong Lung",2014, 0h 5m,Science Fiction
Kamen Rider Drive Saga: Kamen Rider Mach / Kamen Rider Heart ,Hidenori Ishida,"Yu Inaba, Tomoya Warabino, Ryoma Takeuchi, Rei Yoshii, Rio Uchida",2016, -,"Science Fiction, Action, Adventure"
The Land Unknown ,Virgil W. Vogel,"Jock Mahoney, Shirley Patterson, William Reynolds, Henry Brandon, Douglas Kennedy",1957, 1h 18m,"Adventure, Fantasy, Science Fiction"
The Harryhausen Chronicles ,Richard Schickel,"Leonard Nimoy, Ray Bradbury, Tom Hanks, Ray Harryhausen, George Lucas",1998, 1h 0m,"Documentary, Science Fiction"
Doctor Who: Paradise Towers ,Nicholas Mallett,"Sylvester McCoy, Bonnie Langford, Richard Briers, Elizabeth Spriggs, Brenda Bruce",1987, 1h 40m,"Drama, Action, Adventure, Science Fiction"
Doctor Who: Snakedance ,Fiona Cumming,"Peter Davison, Sarah Sutton, Janet Fielding",1983, 1h 40m,"Drama, Action, Adventure, Science Fiction"
Doctor Who: Nightmare of Eden ,"Alan Bromly, Graham Williams","Tom Baker, Lalla Ward, Lewis Fiander, David Daker, Geoffrey Bateman",1979, 1h 40m,"Action, Adventure, Drama, Science Fiction"
Fray ,Mikko Löppönen,,2015, 0h 19m,"Action, Science Fiction"
Downstream ,"Philip Kim, Simone Bartesaghi","Jonathon Trent, Elizabeth Roberts, Jonno Roberts, Billy Drago, Lenny Von Dohlen",2010, 1h 41m,"Science Fiction, Action"
The Little Vampire 3D ,"Richard Claus, Karsten Kiilerich","Rasmus Hardiker, Amy Saville, Jim Carter, Joseph Kloska, Phoebe Givron-Taylor",2017, 1h 23m,"Horror, Comedy, Animation, Family, Fantasy, Adventure, Science Fiction"
Karutha Rathrikal ,Mahesh,"Madhu, Gemini Ganesan, T K Balachandran, S. P. Pillai, Vaikom Mani",1967, -,"Science Fiction, Fantasy"
Bridgebuilders ,"Alan Dembek, Jordan Blazak","Clark Lichty, Joe Page",2015, 0h 8m,Science Fiction
A Quiet Place ,John Krasinski,"Emily Blunt, John Krasinski, Millicent Simmonds, Noah Jupe, Cade Woodward",2018, 1h 31m,"Drama, Horror, Thriller, Science Fiction"
Visions ,David McKenzie,"Erik Estrada, Robert Vaughn, Laura McKenzie, Jim Romanovich, Tiffany Bolling",1998, -,"Thriller, Science Fiction"
Return of Vader: First Person Darth Vader ,"Alain Michel Bloch, Eric Jacobus","Alain Michel Bloch, Eric Jacobus, Gary Ripper",2013, 0h 4m,"Action, Science Fiction"
The Stranger: More Than a Messiah ,Bill Baggs,"Sophie Aldred, Colin Baker, Julian Boote, Nicola Bryant, Nigel Fairs",1992, 0h 43m,Science Fiction
Flight to the Monster Country ,Vladimir Bychkov,"Aleksandr Frish, Andrei Solovey, Vladimir Kremena, Stanislav Sadalskiy, Georgi Millyar",1986, 1h 8m,"Family, Science Fiction, Fantasy"
Ghosts vs. Aliens 02 ,"Keisuke Toyoshima, Takashi Shimizu","Takashi Shimizu, Keisuke Toyoshima, Saori, Takashi Yamaakaka, Yasuhi Nakamura",2003, 1h 10m,"Horror, Comedy, Drama, Science Fiction"
Sex Files: Pleasure World ,Rene Effie,"Jeff Davis, Bryan Kent, Leslie Zemeckis, Alexandra Harlan, Cheryl Dent",1998, 1h 31m,"Science Fiction, Thriller, Drama"
Extraordinary: The Stan Romanek Story ,Jon Sumple,Stan Romanek,2013, 1h 45m,"Science Fiction, Documentary"
NASCAR Racers: The Movie ,Dennis Woodyard,"Kathleen Barr, Ian James Corlett, Roger Cross, Rino Romano, Ron Halder",1999, 1h 30m,"Science Fiction, Animation, Adventure"
PROTOTYPE ,Blake Williams,,2017, 1h 3m,Science Fiction
Conspiracy Theory ,Jake Myers,"Ben Kobold, Jennifer Mills, Jamie Bragg, Brian Schroeck, Jake Myers",2016, 1h 19m,"Horror, Science Fiction, Thriller"
Doctor Mabuse: Etiopomar ,Ansel Faraj,"Jerry Lacy, Nathan Wilson, Kathryn Leigh Scott, Lara Parker, Bahia Garrigan",2014, 1h 22m,"Science Fiction, Thriller"
Djinn Tonic ,Domenico Guidetti,"Francesco Pannofino, Guglielmo Favilla, Mirko Bonini, Enrico Solmi",2016, -,"Horror, Adventure, Science Fiction, Fantasy"
Strange Bird ,Shawn Welling,Preslee Bishop,2017, 1h 0m,"Science Fiction, Thriller"
The Lord of the Puddles ,Sergei Rusakov,"Aleksandr Golovin, Andrey Rudensky, Sergey Batalov, Yuriy Galtsev, Alexandr Yakin",2002, 1h 30m,"Science Fiction, Family, Adventure"
Navy SEALS v Demons ,Jeffrey Reyes,"Liana Mendoza, Tim Abell, Samantha Stewart, Joey Abril, Mikal Vega",2017, 1h 25m,"Science Fiction, Action"
Antimarteria ,Specter Berlin,"Marten Laciny, Thando Guma, Frederick Lau, Trystan Pütter, Emilia Schüle",2017, -,"Fantasy, Mystery, Science Fiction"
Final Equinox ,Serge Rodnunsky,"Joe Lara, David Warner, Robin Joi Brown, Derrick Costa, Rowdy Jackson",1995, 1h 30m,"Science Fiction, Action"
2021,Dave Ash,"Clarence Wethern, Bethany Ford, Charles Hubbell",2013, 1h 27m,"Science Fiction, Drama"
Confluence ,Noah Shulman,,2015, -,"Science Fiction, Drama"
Dager fra 1000 år ,"Anja Breien, Egil Kolstø, Espen Thorstenson",,1970, 1h 47m,"Science Fiction, Drama, Mystery"
Ultraman Mebius Side Story: Armored Darkness - STAGE I: The Legacy of Destruction ,Tomoki Sano,"Shunji Igarashi, Watanabe Daisuke, Ryuuzaburou Ootomo, Keiichi Nanba, Motomu Kiyokawa",2008, 0h 24m,"Action, Adventure, Family, Science Fiction"
Son of Tor ,Donald F. Glut,,1964, 0h 7m,"Adventure, Animation, Science Fiction"
Remain ,Michael Anthony Cain,"Eden Campbell, Amber Stonebraker, Jason Reynolds",2016, 0h 9m,Science Fiction
The Control ,"Eric Schiller, Michael Stasko","Sharon Belle, Jeff Sinasac, Michael Stasko, Shaun Mazzocca",2017, 1h 34m,"Mystery, Drama, Thriller, Science Fiction"
Billenium ,Jean-Claude de Nesle,"Claude Debord, Albert Simono, Rosita Fernandez, Janine Souchon, Cyril Robichez",1974, 0h 30m,"Science Fiction, TV Movie"
Shadow of a Ghost ,"Ling Huang, Baochang Guo","Yuan Yuan, Zhiqiang Chi, Yueqiao Han, Ling Huang",1981, 1h 38m,"Horror, Science Fiction"
Living Among Us ,Brian A. Metcalf,"Andrew Keegan, John Heard, Esmé Bianco, William Sadler, Thomas Ian Nicholas",2018, 1h 27m,"Thriller, Horror, Science Fiction, Fantasy"
See You Yesterday ,Stefon Bristol,"Eden Duncan-Smith, Dante Crichlow, Parish Bradley, Melvin Mogoli, Alex Emanuel",2017, 0h 15m,"Science Fiction, Comedy, Drama"
Mis planes son amarte ,Kacho López,"Juanes, Iazua Larios, Renato López, Camila Selser, Kali Uchis",2017, -,"Animation, Music, Romance, Science Fiction"
Vimana ,Faroukh Virani,,2014, 0h 17m,Science Fiction
Deadly Eyes ,Robert Clouse,"Sam Groom, Sara Botsford, Scatman Crothers, Cec Linder, Lisa Langlois",1982, 1h 27m,"Horror, Science Fiction"
Attack of the Flesh Devouring Space Worms from Space ,Michael A. Martinez,"David M. Wood, Barbara Scott, George N. Thompson, Brandon Baca, Brian Klapstein",1998, 0h 58m,"Action, Horror, Science Fiction, Comedy"
The Manual ,Wil Magness,"Lauren Emery, J.J. Johnston",2017, 0h 29m,Science Fiction
Last Moments ,Keegan Peace,"H. Porter, Keegan Peace",2018, 0h 3m,"Drama, Science Fiction"
The Woo ,David Howe,,2016, 0h 24m,"Drama, Science Fiction"
Loophole ,Jenni Ivers,"Chloe Lukasiak, Gabrielle Valladares, Deven Bromme, Gary Lee Vincent, Jessica Shannon",2019, -,Science Fiction
Saimon & Tada Takashi ,Manabu Oda,"Itsuki Sakamoto, Kenta Suga, Yuki Mamiya, Kai Inowaki, Hinako Tanaka",2018, 1h 24m,"Comedy, Science Fiction"
Gawin ,Arnaud Sélignac,"Jean-Hugues Anglade, Bruno, Wojciech Pszoniak, Catherine Samie",1991, -,"Drama, Adventure, Family, Science Fiction"
Property Exchange ,Denis Simachyov,"Yan Tsapnik, Olga Dihovichnaya, Evgeniya Mandzhieva, Aleksey Chadov",2018, 0h 13m,"Science Fiction, Fantasy"
Timestalkers ,Michael Schultz,"William Devane, Lauren Hutton, John Ratzenberger, Forrest Tucker, Klaus Kinski",1987, 1h 40m,"Drama, Science Fiction"
The Escape ,"Evann Tjokrosetio, Andre Surya",,2013, 0h 2m,"Action, Animation, Science Fiction"
Imminent Danger! ,Alana McNair,"Daisy Rosario, Nicky Buggs, Christine Alicia Rodriguez, Brannon Cross, Alana McNair",2011, 0h 17m,"Comedy, Science Fiction"
Bodies ,Tom Large,"Paul Hurstfield, Lisa Ronaghan",2017, 1h 47m,"Science Fiction, Horror"
Psychic Agents ,Shinji Kuma,"Naoki Tanaka, Kodai Asaka, Yuri Nakamura, Tokio Emoto, Atsuko Hirata",2018, 1h 29m,Science Fiction
Kiss Me Quick! ,Peter Perry Jr.,"Max Gardens, Frank A. Coe, Natasha, Jackie De Witt, Bibi",1964, 1h 10m,"Comedy, Science Fiction"
The Astronaut Farmer ,Michael Polish,"Billy Bob Thornton, Virginia Madsen, Max Thieriot, Jasper Polish, Logan Polish",2006, 1h 44m,"Adventure, Comedy, Drama, Science Fiction"
Time Will Tell ,Tonnie Dinjens,"Louisa Connolly-Burnham, McKell David, Miranda Wilson, Mark Fleischmann, Louisa Connolly-Burnham",2017, 1h 19m,"Drama, Science Fiction, Thriller"
ARLO: THE ASSASSIN ,Dustin Buck,,2015, 0h 8m,"Action, Science Fiction"
Godkiller: Walk Among Us ,Matt Pizzolo,"Lance Henriksen, Danielle Harris, Justin Courtney Pierre, Nicki Clyne, Lydia Lunch",2010, 1h 13m,"Animation, Science Fiction"
The Other Side of the Tracks ,A.D. Calvo,"Brendan Fehr, Chad Lindberg, Tania Raymonde, Natassia Malthe, Shirley Knight",2008, 1h 32m,"Fantasy, Thriller, Science Fiction"
Echoes in the Ice ,Bj Verot,"Darcy Fehr, Adam Hurtig, Stephen Eric McIntyre, Aidan Ritchie, Jeff Strome",2017, 0h 10m,Science Fiction
Tank ,Stuart T. Maschwitz,,2018, 0h 3m,"Animation, Science Fiction"
Stop/Eject/Rewind ,Elliott de Neve,"Ryker Roberts, Chloë Saunders",2019, 0h 9m,"Science Fiction, Comedy"
Land of Barry: The Thing What Came from Outer Space ,Oscar Harding,"Joseph Dewey, Oscar Harding, James Collins, Hayden Tyler, Emma Peadon",2018, 0h 11m,"Comedy, Science Fiction"
Penrose ,João Micuanski,João Micuanski,2016, -,"Science Fiction, Mystery, Drama, Thriller"
Ultraman Geed the Movie: Connect! The Wishes!! ,Koichi Sakamoto,"Tatsuomi Hamada, Chihiro Yamamoto, Shintarou Asanuma, Megumi Han, Mamoru Miyano",2018, 1h 13m,"Action, Science Fiction"
Basilisk: The Serpent King ,Stephen Furst,"Jeremy London, Wendy Carter, Cleavant Derricks, Griff Furst",2006, 1h 28m,"Action, Horror, Science Fiction"
Kaitou Sentai Lupinranger VS Keisatsu Sentai Patranger ~GIRLFRIENDS ARMY~ ,Koichiro Hayama,"Haruka Kudou, Kazusa Okuyama, Saki Imai, Ayumi Shimozono, Ryouko Gomi",2018, 0h 15m,"Action, Adventure, Science Fiction, Comedy, Crime"
"Who is alive, hands up! ",Diep Hoang Nguyen,"Thuy Anh Nguyen, Dương Dương, Mai Chi Nguyen, Chiều Xuân, Duy Thanh Nguyen",2016, 0h 17m,Science Fiction
The Chairman ,Frank White IV,"Amanda Day, Charles Deeter, Abigail DePew, James Michael Detmar, Bianet Diaz",2018, 0h 20m,"Thriller, Science Fiction, Mystery"
즐거운 나의 집 ,Yoon-suk Choi,"Son Yeo-eun, Lee Sang-Yeob, Park Ha-na, Lee Il-hwa, Kim Myung-soon",2016, -,"Science Fiction, Drama"
Nemesis 5: The New Model ,Dustin Ferguson,"Sue Price, Schuylar Craig, Daiane Azura, Dawna Lee Heising, Darren Barcomb",2017, 1h 21m,Science Fiction
Orthus ,Taylor Maxwell,"Jay Hector, Mariel Neto, Jason MacDonald, Sean Baker, Joaquin Montes",2018, 0h 34m,"TV Movie, Science Fiction, Thriller"
Veteran of the Psychic Wars ,Lourenço Baptista,"Miguel Teixeira, André Moniz Vieira, Tiago Rocha",2018, 0h 14m,"Science Fiction, Mystery"
Meteor Storm ,Tibor Takács,"Michael Trucco, Kari Matchett, Kristen Prout, Brett Dier, Eric Johnson",2010, 1h 30m,"Science Fiction, Adventure"
Beowulf ,Graham Baker,"Christopher Lambert, Rhona Mitra, Oliver Cotton, Götz Otto, Vincent Hammond",1999, 1h 35m,"Action, Science Fiction, Thriller, Adventure, Horror, Fantasy"
Adventures of Johnny Tao ,Kenn Scott,"Matthew Twining, James Hong, Ilram Choi, Stirling Everly, Michael Gregory",2008, 1h 30m,"Action, Adventure, Science Fiction, Thriller"
Japan Local Heroes Great Battle ,Eiji Kamikura,"Suguru Hanada, Masaaki Nitta, Ayaka Tsuji",2015, 1h 30m,"Action, Science Fiction, Fantasy"
Dinosaurus! ,Irvin S. Yeaworth Jr.,"Ward Ramsey, Paul Lukather, Kristina Hanson, Alan Roberts, Fred Engelberg",1960, 1h 25m,"Adventure, Fantasy, Science Fiction"
On the Double ,Melville Shavelson,"Danny Kaye, Dana Wynter, Wilfrid Hyde-White, Margaret Rutherford, Diana Dors",1961, 1h 32m,"War, Action, Comedy, Science Fiction"
Dino Mecard Theater Edition : The Island of Tinysaur ,"유재운, 최신규",,2019, 1h 10m,"Animation, Adventure, Science Fiction"
The Rising Dead ,Brent Cousins,"Blake Cousins, Gabe Hernandez, RoseAnne Okumura, Catherine Louise, Treasure O'Keefe",2007, 1h 36m,"Horror, Science Fiction"
Dark Harbour ,Takatsugu Naitô,"Kazuki Hiro'oka, Shinya Kote, Akaji Maro, Yuko Miyamoto, Terumi Norizuki",2009, 1h 41m,"Action, Thriller, Science Fiction"
Trail of the Screaming Forehead ,Larry Blamire,"Daniel Roebuck, Susan McConnell, Fay Masterson, Andrew Parks, H.M. Wynant",2008, 1h 21m,"Comedy, Science Fiction"
He Comes From Planet K ,Joe Ma Wai-Ho,"Eric Kot, Anita Yuen, Cheung Tat-Ming, Wyman Wong Wai-Man, Conroy Chan",1997, 1h 35m,"Comedy, Science Fiction"
Ohm ,Santiago Menghini,,2009, 0h 7m,"Horror, Science Fiction"
Death Heads: Brain Drain ,"Albert Pyun, David Schmoeller, Charles Band","Chuck Connors, Linnea Quigley, Brinke Stevens, Tim Thomerson, Michelle Bauer",2018, 1h 16m,"Horror, Science Fiction"
Yocho ,Kiyoshi Kurosawa,"Kaho, Shota Sometani, Masahiro Higashide, Ren Osugi",2018, -,"Science Fiction, Thriller"
"Love, Cheryl ",Devin Febbroriello,"Alissa Jessup, John Paulsen, Sean Bowie, Ashley Mellinger, Riley Turner",2018, 0h 14m,"Science Fiction, Horror"
Space Boy ,Renate Druks,"Florence Marly, Stuart Thomson",1973, -,"Science Fiction, Music"
Apparatspott - Dat mokt wie gistern ,Martin Hermann,"Michael Schumacher, Meelah Adams, Thomas Baier, Hansjürgen Hespos, Karlheinz Hespos",2008, 1h 48m,"Comedy, Science Fiction"
Dexter's Laboratory: Ego Trip ,Genndy Tartakovsky,"Christine Cavanaugh, Eddie Deezen, Jeff Bennett, Kath Soucie, Kathryn Cressida",1999, 0h 50m,"Animation, Comedy, Family, Science Fiction"
"Erivaldo, o Astronauta Místico ",Gurcius Gewdner,,2013, -,Science Fiction
Kamen Rider Gaim: Final Stage ,Ryuta Tasaki,"Gaku Sano, Yutaka Kobayashi, Yūmi Shida, Hōchū Ōtsuka, Mahiro Takasugi",2014, 0h 45m,"Action, Science Fiction, Fantasy"
Explosive Run! Tomica Hero Grand Prix ,Itaru Era,"Kenta Izuka, Seigo Noguchi, Haruno, Emi Hasegawa, Yu Hayami",2008, 0h 19m,"Action, Crime, Science Fiction"
Kamen Rider Build NEW WORLD: Kamen Rider Grease ,Shojiro Nakazawa,Kouhei Takeda,2019, 0h 50m,"Action, Science Fiction, Adventure"
Аванпост 2 ,Egor Baranov,,2020, -,"Action, Thriller, Science Fiction"
Kamen Rider Kiva: You Can Also be Kiva ,Takayuki Shibasaki,"Kato Keisuke, Kôji Seto, Kouhei Takeda, Tomokazu Sugita",2008, 0h 15m,"Action, Adventure, Comedy, Science Fiction"
Alive ,Ryûhei Kitamura,"Hideo Sakaki, Koyuki, Ryō, Tak Sakaguchi, Erika Oda",2002, 1h 59m,"Action, Drama, Science Fiction, Thriller, Horror"
Bikini Girls on Dinosaur Planet ,William Hellfire,"Erin Brown, Tina Krause, Ruby LaRocca, Zoe Moonshine, Lilly Tiger",2005, 0h 58m,"Adventure, Science Fiction"
The Molecular Biologist ,Daniel Raboldt,"Daniel Raboldt, Maik Evers, Axel Ricke",2015, 0h 5m,"Science Fiction, Comedy, Fantasy"
Tokumei Sentai Go-Busters: Rising New Hero - Director's Cut Edition ,Osamu Kaneda,"Katsuhiro Suzuki, Baba Ryouma, Arisa Komiya, Hiroya Matsumoto, Yuichi Nakamura",2012, 0h 56m,"Action, Adventure, Science Fiction"
It Came Nameless in Spring ,Brian Otting,"Magen Mattox, Corey Rieger, Katelyn Brooke",2019, 0h 13m,"Action, Thriller, Science Fiction"
Guardian ,John Terlesky,"Mario Van Peebles, James Remar, Ice-T, Daniel Hugh Kelly",2001, 1h 29m,"Drama, Horror, Action, Science Fiction"
The Whip Hand ,William Cameron Menzies,"Carla Balenda, Elliott Reid, Edgar Barrier, Raymond Burr, Otto Waldis",1951, 1h 22m,"Adventure, Crime, Science Fiction"
Toward the Terra ,Hideo Onchi,,1980, 1h 53m,"Animation, Adventure, Action, Science Fiction"
Ferocious Planet ,Billy O'Brien,"Joe Flanigan, John Rhys-Davies, Kevin Flood, Catherine Walker, Dagmar Döring",2011, 1h 29m,"Adventure, Action, Thriller, Science Fiction"
Hard to Be a God ,Peter Fleischmann,"Edward Zentara, Aleksandr Filippenko, Andrei Boltnev, Mikhail Gluzskiy, Hugues Quester",1989, 1h 59m,"Adventure, Science Fiction, Drama"
Vampires: Out For Blood ,Richard Brandes,"Kevin Dillon, Vanessa Angel, Jodi Lyn O'Keefe, Lance Henriksen, Melissa Rivers",2004, 1h 35m,"Action, Adventure, Fantasy, Horror, Science Fiction, Thriller"
Entropie ,Daniel Flügger,"Daniel Flügger, Ciara Hanson",2011, -,"Thriller, Science Fiction, Action"
