movie,directors,stars,year,runtime,genres
Blueprint ,Rolf Schübel,"Franka Potente, Ulrich Thomsen, Hilmir Snær Guðnason, Katja Studt, Justus von Dohnányi",2003, 1h 48m,"Drama, Science Fiction"
Nydenion ,Jack Moik,"Andreas Arens, Caspar Arnhold, Michael Arnold, Mirjam Barner",2010, 1h 29m,Science Fiction
Ultraman II: The Further Adventures of Ultraman ,"Tom Weiner, Hiroshi Jinsenji","Barbara Goodson, Gary Morgan, Steven Kramer, Michael Dobson, Tom Wyner",1983, 1h 24m,"Action, Animation, Science Fiction"
The Galaxy Invader ,Don Dohler,"Richard Ruxton, Faye Tilles, George Stover, Greg Dohler, Anne Frith",1985, 1h 19m,"Horror, Science Fiction, Crime"
Morning Patrol ,Nikos Nikolaidis,"Michele Valley, Takis Spiridakis, Liana Hatzi, Nikos Hatzis, V. Kabouri",1987, 1h 48m,Science Fiction
Enigma ,"Jason Shumway, Matt Shumway","Nadia Salamanca, Ventura Alvarez",2009, 0h 42m,Science Fiction
Resident Evil: Extinction ,Russell Mulcahy,"Milla Jovovich, Oded Fehr, Ali Larter, Iain Glen, Mike Epps",2007, 1h 34m,"Horror, Action, Science Fiction"
You're So Cupid ,John Lyde,"Lauren Holly, Brian Krause, Jeremy Sumpter, Caitlin E.J. Meyer, Danielle C. Ryan",2010, 1h 33m,"Fantasy, Drama, Science Fiction, Romance, Family"
End of Animal ,Jo Sung-hee,"Lee Min-ji, Park Hae-il, Yoo Seung-mok, Park Se-jong",2011, 1h 54m,"Mystery, Fantasy, Science Fiction, Thriller"
Barbarella ,Roger Vadim,"Jane Fonda, John Phillip Law, Anita Pallenberg, Marcel Marceau, Claude Dauphin",1968, 1h 38m,"Science Fiction, Adventure, Comedy"
Girl from Starship Venus ,Derek Ford,"Monika Ringwald, Mark Jones, Andrew Grant, Tony Kenyon, David Rayner",1975, 1h 22m,"Comedy, Science Fiction"
Reality XL ,Thomas Bohn,"Heiner Lauterbach, Max Tidof, Godehard Giese, Annika Blendl",2012, 1h 21m,"Mystery, Science Fiction"
The Drifting Classroom ,Nobuhiko Ōbayashi,"Yasufumi Hayashi, Kiwako Harada, Yuki Kitazume, Nenji Kobayashi, Kaho Minami",1987, 1h 44m,"Horror, Science Fiction, Mystery"
Avatar: The Seed Bearer ,James Cameron,"Sam Worthington, Zoe Saldana, Stephen Lang, Sigourney Weaver, Oona Chaplin",2021, -,"Action, Drama, Science Fiction, Adventure, Fantasy"
The 6th Day ,Roger Spottiswoode,"Arnold Schwarzenegger, Michael Rapaport, Tony Goldwyn, Michael Rooker, Sarah Wynter",2000, 2h 3m,"Mystery, Science Fiction, Action"
Robot Holocaust ,Tim Kincaid,"Norris Culf, Nadine Hartstein, J. Buzz Von Ornsteiner, Jennifer Delora",1986, 1h 19m,Science Fiction
The X Files ,Rob Bowman,"David Duchovny, Gillian Anderson, Mitch Pileggi, William B. Davis, John Neville",1998, 2h 1m,"Mystery, Science Fiction, Thriller"
Dead of Night ,Dan Curtis,"Ed Begley Jr., E.J. André, Ann Doran, Christina Hart, Orin Cannon",1977, 1h 16m,"Horror, Thriller, Science Fiction, Mystery, TV Movie"
Gas-s-s-s! ,Roger Corman,"Bud Cort, Talia Shire, Elaine Giftos, Cindy Williams, Ben Vereen",1970, 1h 19m,"Comedy, Drama, Science Fiction"
The Body Shop ,J.G. Patterson Jr.,"Jenny Driggers, J.G. Patterson Jr., Roy Mehaffey, Linda Faile, Jan Benfield",1972, 1h 15m,"Science Fiction, Horror"
Captive Women ,Stuart Gilmore,"Robert Clarke, Margaret Field, Ron Randell, Gloria Saunders, Stuart Randall",1952, 1h 4m,Science Fiction
The Navy vs. the Night Monsters ,Michael A. Hoey,"Anthony Eisley, Mamie Van Doren, Edward Faulkner, Walter Sande, Pamela Mason",1966, 1h 27m,"Horror, Science Fiction"
The Dark ,John 'Bud' Cardos,"William Devane, Cathy Lee Crosby, Keenan Wynn, Richard Jaeckel, Warren J. Kemmerling",1979, 1h 32m,"Horror, Science Fiction"
Prodavets Vozdukha ,Vladimir Ryabtsev,"Gleb Strizhenov, Artyom Karapetyan, Valentina Titova, Pavel Kadochnikov, Yevgeni Zharikov",1967, 1h 39m,"Adventure, Comedy, Science Fiction, Mystery, Music"
The Vulture ,Lawrence Huntington,"Robert Hutton, Diane Clare, Akim Tamiroff, Broderick Crawford, Edward Caddick",1966, 1h 31m,"Horror, Science Fiction"
Slither ,James Gunn,"Nathan Fillion, Don Thompson, Elizabeth Banks, Gregg Henry, Xantha Radley",2006, 1h 35m,"Comedy, Horror, Science Fiction"
Treasure Planet ,"John Musker, Ron Clements","Joseph Gordon-Levitt, Brian Murray, David Hyde Pierce, Emma Thompson, Michael Wincott",2002, 1h 35m,"Adventure, Animation, Family, Fantasy, Science Fiction"
2069: A Sex Odyssey ,Georg Tressler,"Nina Frederik, Catharina Conti, Heidrun Hankammer, Alena Penz, Gerti Schneider",1974, 1h 13m,"Comedy, Science Fiction"
Bigfoot ,Robert F. Slatzer,"John Carradine, Joi Lansing, Judy Jordan, John Mitchum, James Craig",1970, 1h 24m,"Horror, Science Fiction, Thriller"
Coneheads ,Steve Barron,"Robert Knott, Dan Aykroyd, Jane Curtin, Sinbad, Phil Hartman",1993, 1h 28m,"Comedy, Science Fiction, Family"
The Man Who Thought Life ,Jens Ravn,"John Price, Preben Neergaard, Lotte Tarp, Kirsten Rolffes, Ejner Federspiel",1969, 1h 33m,"Horror, Science Fiction"
Grim ,Adrian Santiago,,2010, 1h 36m,"Drama, Action, Thriller, Science Fiction"
Supergirl ,Jeannot Szwarc,"Helen Slater, Faye Dunaway, Brenda Vaccaro, Hart Bochner, Peter O'Toole",1984, 2h 4m,"Adventure, Fantasy, Action, Science Fiction"
RoboCop ,José Padilha,"Joel Kinnaman, Gary Oldman, Michael Keaton, Abbie Cornish, Jackie Earle Haley",2014, 1h 42m,"Action, Science Fiction"
Forbidden Warrior ,Jimmy Nickerson,"Sung Kang, Marie Matiko, Tony Amendola, Andrew Divoff, Musetta Vander",2004, 1h 31m,"Adventure, Fantasy, Science Fiction"
Techno Warriors ,Phillip Ko Fei,"Darren Shahlavi, Kwang-su Lee, Monsour Del Rosario, Tamara Guo, Niño Muhlach",1998, 1h 26m,"Science Fiction, Action"
Mortal Kombat: Annihilation ,John R. Leonetti,"Robin Shou, Talisa Soto, James Remar, Sandra Hess, Lynn 'Red' Williams",1997, 1h 35m,"Action, Fantasy, Science Fiction"
Cyber City Oedo 808 ,Yoshiaki Kawajiri,"Hiroya Ishimaru, Kaneto Shiozawa, Tesshou Genda, Norio Wakamoto, Mitsuko Horie",1990, 2h 29m,"Animation, Science Fiction, Horror, Action, Crime"
The Wraith ,Mike Marvin,"Charlie Sheen, Nick Cassavetes, Sherilyn Fenn, Randy Quaid, Matthew Barry",1986, 1h 33m,"Action, Science Fiction"
Goldengirl ,Joseph Sargent,"Susan Anton, James Coburn, Robert Culp, Curd Jürgens, Leslie Caron",1979, 1h 44m,"Science Fiction, Drama"
Happy End ,Frans Weisz,,2009, -,"Drama, Science Fiction, Romance"
Maetel Legend ,Kazuyoshi Yokota,"Tristan Goddard, Dan Green, Rachael Lillis, Joshua Popenoe, Veronica Taylor",2000, 1h 29m,"Drama, Animation, Science Fiction"
Muppets from Space ,Tim Hill,"Steve Whitmire, Dave Goelz, Bill Barretta, Frank Oz, Jerry Nelson",1999, 1h 27m,"Fantasy, Comedy, Science Fiction, Family"
Sphere ,Barry Levinson,"Dustin Hoffman, Sharon Stone, Samuel L. Jackson, Peter Coyote, Liev Schreiber",1998, 2h 14m,"Science Fiction, Drama, Horror, Mystery"
Tears of Kali ,Andreas Marschall,"Pietro Martellanza, Anja Gebel, Magdalena Ritter, Ludwig Nicole, Maunsell Gabriel",2004, 1h 46m,"Fantasy, Horror, Science Fiction"
Skin ,Guido Henderickx,"Arno Hintjens, Frank Aendenboom, Bert André, Eugene Bervoets, Josse De Pauw",1987, 1h 30m,"Science Fiction, Action, Drama"
Dark Watchers: The Women in Black ,Philip Gardiner,"Melanie Denholme, Eirian Cohen, Val Monk, Rudy Barrow",2012, 1h 30m,Science Fiction
Bewitched ,Kuei Chih-Hung,"Ngaai Fei, Melvin Wong, Fan Lei, Lily Chan, Wu Pei-Chin",1981, 1h 41m,"Horror, Fantasy, Comedy, Science Fiction, Romance"
Frankie ,Mike Pappa,"Ean Sheehy, Nick Basile, Elias Ganster, Paul Johnson, Brian Ronaghan",2011, 0h 22m,Science Fiction
Roller Blade Warriors: Taken by Force ,Donald G. Jackson,"Kathleen Kinmont, Rory Calhoun, Cleve Hall, Jack Damon, Elizabeth Kaitan",1989, 1h 23m,"Fantasy, Science Fiction"
Tsuburo no gara ,Masafumi Yamada,"Yûko Hosoe, Shunsuke Iki, Tadayoshi Nishimura, Ryota Okamoto, Kei Takada",2004, 1h 8m,"Science Fiction, Mystery"
Empire of Ash ,"Lloyd A. Simandl, Michael Mazo","Melanie Kilgour, Thom Schioler, Frank Wilson, James Stevens, Alexander MacKenzie",1988, 1h 26m,"Science Fiction, Action, Fantasy"
Metal Man ,Ron Karkoska,"Samuel Nathan Hoffmire, Reggie Bannister, Anthony Antonucci",2008, -,"Action, Science Fiction"
The Tower ,Richard Kletter,"Paul Reiser, Richard Gant, Roger Rees, Annabelle Gurwitch, Dee Dee Rescher",1993, 1h 20m,"Science Fiction, Horror"
New Alcatraz ,Phillip J. Roth,"Dean Cain, Lisa Lackey, Mark Sheppard, Dean Biasucci, Craig Wasson",2001, 1h 36m,"Science Fiction, Horror, Action"
The Incredible Paris Incident ,Sergio Grieco,"Roger Browne, Dominique Boschero, Eduardo Fajardo, Nadia Marlowa, Nino Dal Fabbro",1967, 1h 25m,"Action, Adventure, Comedy, Science Fiction"
Cracking Up ,"Chuck Staley	, Rowby Goren	","Michael Mislove, Prairie Prince, Peter Bergman, Phil Proctor, Harry Shearer",1977, 1h 9m,"Fantasy, Comedy, Science Fiction"
The Collapsed ,Justin McConnell,"John Fantasia, Steve Vieira, Anna Ross, Lise Moule, Vincent Thomas",2011, 1h 22m,"Drama, Horror, Science Fiction"
Menno's Mind ,Jon Kroll,"Billy Campbell, Corbin Bernsen, Michael Dorn, Robert Picardo, Stephanie Romanov",1997, 1h 35m,"Thriller, Science Fiction"
Hellboy II: The Golden Army ,Guillermo del Toro,"Ron Perlman, Selma Blair, Jeffrey Tambor, Doug Jones, John Hurt",2008, 2h 0m,"Adventure, Fantasy, Science Fiction"
Keroro Gunso the Super Movie 3: Keroro vs. Keroro Great Sky Duel ,Susumu Yamaguchi,,2008, 1h 52m,"Animation, Comedy, Science Fiction"
Life Returns ,"James P. Hogan, Eugene Frenke","Onslow Stevens, George P. Breakston, Lois Wilson, Valerie Hobson, Stanley Fields",1935, 1h 3m,"Crime, Drama, Science Fiction"
TekWar: TekLab ,Timothy Bond,"Greg Evigan, Eugene Clark, William Shatner, Michael York, Joel Bissonnette",1994, 1h 45m,Science Fiction
Purple Death from Outer Space ,"Ray Taylor, Ford Beebe","Buster Crabbe, Carol Hughes, Charles Middleton, Frank Shannon, Don Rowan",1966, 1h 28m,Science Fiction
Josh Kirby... Time Warrior: Planet of the Dino-Knights ,Ernest D. Farino,"Corbin Allred, Jennifer Burns, Derek Webster, Barrie Ingham, John DeMita",1995, 1h 28m,"Science Fiction, Family, Adventure"
The Tempest ,Jack Bender,"Peter Fonda, John Glover, Harold Perrineau, Katherine Heigl, John Pyper-Ferguson",1998, 1h 25m,"Fantasy, Drama, Science Fiction"
Prometheus Triumphant: A Fugue in the Key of Flesh ,"Jim Towns, Mike McKown","Josh Ebel, Kelly I. Lynn, Shawn Morgan, T. Ripy, Kaitlyn Shoeb",2009, 1h 19m,"Horror, Science Fiction"
What Where ,Damien O'Donnell,"Sean McGinley, Gary Lewis",2000, 0h 13m,"Drama, Science Fiction"
Time Under Fire ,"Tripp Reed, Scott P. Levy","Jeff Fahey, Richard Tyson, Jack Coleman, Linda Hoffman, Bryan Cranston",1997, 1h 22m,"Science Fiction, Action"
Mutant Species ,David A. Prior,"Leo Rossi, Ted Prior, Denise Crosby, Grant Gelt, Powers Boothe",1995, 1h 40m,"Horror, Science Fiction"
Suburban Commando ,Burt Kennedy,"Hulk Hogan, Christopher Lloyd, Shelley Duvall, Larry Miller, William Ball",1991, 1h 28m,"Action, Comedy, Family, Science Fiction"
How to Make a Monster ,Herbert L. Strock,"Robert H. Harris, Paul Brinegar, Gary Conway, Gary Clarke, Malcolm Atterbury",1958, 1h 13m,"Horror, Science Fiction"
Invasion of the Body Snatchers ,Philip Kaufman,"Donald Sutherland, Brooke Adams, Leonard Nimoy, Veronica Cartwright, Jeff Goldblum",1978, 1h 56m,"Horror, Mystery, Science Fiction, Thriller"
"Simon, the Magician ",Ildikó Enyedi,"Andorai Péter, Julie Delarme, Péter Halász, Hubert Koundé, Mari Nagy",1999, 1h 40m,"Drama, Science Fiction, Romance"
True Bloodthirst ,Todor Chapkanov,"Claudia Bassols, Neil Jackson, Ben Lambert, Andrew-Lee Potts, Heida Reed",2012, 1h 30m,"TV Movie, Science Fiction"
Genocyber ,Koichi Ohata,"Akiko Hiramatsu, Emi Shinohara, Kaoru Shimamura, Kazuyuki Sogabe, Kousei Yagi",1994, 2h 25m,"Animation, Horror, Science Fiction"
Another World ,Eitan Reuven,"Zach Cohen, Susanne Gschwendtner, Davina Kevelson, David Lavenski, Carl McCrystal",2014, 1h 40m,"Action, Drama, Science Fiction"
Soylent Green ,Richard Fleischer,"Charlton Heston, Edward G. Robinson, Leigh Taylor-Young, Chuck Connors, Joseph Cotten",1973, 1h 37m,"Mystery, Science Fiction, Thriller"
Paranormal Incident ,Matthew Bolton,"Amanda Barton, Thomas Downey, Katrina Kemp, Oliver Rayon, Ashley Seivwright",2011, 1h 22m,"Science Fiction, Horror"
Village of the Damned ,John Carpenter,"Christopher Reeve, Kirstie Alley, Linda Kozlowski, Michael Paré, Meredith Salenger",1995, 1h 39m,"Thriller, Horror, Science Fiction"
X-Men: The Legend of Wolverine ,,"Cedric Smith, Cathal J. Dodd, George Buza, Norm Spencer, Lenore Zann",2003, 1h 19m,"Action, Adventure, Fantasy, Science Fiction"
Blood of Ghastly Horror ,Al Adamson,"John Carradine, Kent Taylor, Tommy Kirk, Regina Carrol, Roy Morton",1972, 1h 25m,"Horror, Science Fiction"
About Time ,Richard Curtis,"Domhnall Gleeson, Rachel McAdams, Bill Nighy, Lydia Wilson, Lindsay Duncan",2013, 2h 3m,"Comedy, Drama, Science Fiction"
Expect No Mercy ,Zale Dalen,"Billy Blanks, Jalal Merhi, Wolf Larson, Laurie Holden, Anthony De Longis",1995, 1h 31m,"Action, Science Fiction"
Zombies from Outer Space ,Martin Faltermeier,"Judith Gorgass, Florian Kiml, Siegfried Fleischmann, Vlasto Peyitch, David Scharschmidt",2012, 1h 37m,"Horror, Comedy, Science Fiction"
Report 51 ,Alessio Liguori,"Michela Bruni, Luca Guastini, Viola Graziosi, Damiano Martina, Ann Pierssens",2013, 1h 40m,"Action, Thriller, Science Fiction"
Highlander: The Search for Vengeance ,Yoshiaki Kawajiri,"Alistair Abell, Hank Banks, Kathleen Barr, Zachary Samuels, Janyse Jaud",2007, 1h 26m,"Action, Animation, Fantasy, Science Fiction"
The Aurora Encounter ,Jim McCullough Sr.,"Jack Elam, Carol Bagdasarian, Dottie West, Will Mitchell, Charles B. Pierce",1986, 1h 30m,"Thriller, Science Fiction, Comedy, Western"
Death Race 2000 ,Paul Bartel,"David Carradine, Simone Griffeth, Sylvester Stallone, Mary Woronov, Roberta Collins",1975, 1h 20m,"Action, Comedy, Science Fiction"
The Surgeon ,Carl Schenkel,"Isabel Glasser, James Remar, Sean Haberle, Peter Boyle, Malcolm McDowell",1995, 1h 39m,"Horror, Science Fiction"
Super Cyclone ,Liz Adams,"Nicholas Turturro, Ming-Na Wen, Andy Clemence, Jonathan Le Billon, Gerald Webb",2012, 1h 29m,"Action, Science Fiction"
Dr. Sex ,Ted V. Mikels,"Victor Izay, Julia Calda, Max Joseph, Marsha Jordan, Ave Lezli",1964, 1h 3m,"Science Fiction, Comedy"
Panther Squad ,Pierre Chevalier,"Sybil Danning, Jack Taylor, Karin Schubert, Jean-René Gossart, Shirley Knight",1984, 1h 17m,"Science Fiction, Action, Adventure, Crime"
Edge of Tomorrow ,Doug Liman,"Tom Cruise, Emily Blunt, Brendan Gleeson, Bill Paxton, Jonas Armstrong",2014, 1h 53m,"Action, Science Fiction"
Zokkomon ,Satyajit Bhatkal,"Anupam Kher, Manjari Phadnis, Tinnu Anand, Sheeba Chaddha, S.M. Zaheer",2011, 1h 49m,"Science Fiction, Fantasy, Action, Drama"
Uncanny ,Matthew Leutwyler,"Mark Webber, Lucy Griffiths, David Clayton Rogers, Rainn Wilson",2015, 1h 31m,"Drama, Science Fiction, Thriller"
Robot Jox ,Stuart Gordon,"Gary Graham, Anne-Marie Johnson, Paul Koslo, Robert Sampson, Danny Kamekona",1989, 1h 25m,"Science Fiction, Action"
The Guyver ,"Screaming Mad George, Steve Wang","Jack Armstrong, Mark Hamill, Greg Joung Paik, Jimmie Walker, Peter Spellos",1991, 1h 28m,"Action, Fantasy, Science Fiction, Comedy"
The Congress ,Ari Folman,"Robin Wright, Harvey Keitel, Jon Hamm, Paul Giamatti, Danny Huston",2013, 2h 2m,"Drama, Science Fiction, Animation"
Xanadu ,Robert Greenwald,"Olivia Newton-John, Gene Kelly, Michael Beck, James Sloyan, Katie Hanley",1980, 1h 36m,"Fantasy, Music, Romance, Science Fiction"
Angel's Egg ,Mamoru Oshii,"Keiichi Noda, Mako Hyoudou, Jinpachi Nezu",1985, 1h 11m,"Animation, Drama, Fantasy, Horror, Mystery, Science Fiction"
PROBE: The Devil of Winterborne ,Bill Baggs,"Caroline John, Louise Jameson, Terry Molloy, Geoffrey Beevers, Peter Davison",1995, 1h 22m,"Crime, Horror, Thriller, Science Fiction"
Interstellar ,Christopher Nolan,"Matthew McConaughey, Jessica Chastain, Anne Hathaway, Michael Caine, Casey Affleck",2014, 2h 49m,"Adventure, Drama, Science Fiction"
Hyperspace ,Todd Durham,"Alan Marx, Paula Poundstone, Chris Elliott, Robert Bloodworth, R.C. Nanney",1984, 1h 26m,"Science Fiction, Comedy"
The Day the Earth Stopped ,C. Thomas Howell,"C. Thomas Howell, Judd Nelson, Darren Dalton, Sinead McCafferty, Bug Hall",2008, 1h 30m,"Action, Adventure, Science Fiction, Thriller"
Beyond the Grave ,Davi de Oliveira Pinheiro,"Rafael Tombini, Álvaro Rosa Costa, Ricardo Seffner, Amanda Lerias, Luciana Verch",2010, 1h 29m,"Horror, Science Fiction, Action"
Omega Doom ,Albert Pyun,"Rutger Hauer, Shannon Whirry, Norbert Weisser, Tina Cote, Anna Katarina",1996, 1h 24m,Science Fiction
Down to Earth ,"Paul Weitz, Chris Weitz","Chris Rock, Regina King, Chazz Palminteri, Eugene Levy, Frankie Faison",2001, 1h 27m,"Fantasy, Comedy, Science Fiction, Romance"
Teen Titans: Trouble in Tokyo ,"Matt Youngberg, Ben Jones, Michael Chang","Greg Cipes, Khary Payton, Tara Strong, Hynden Walch, Robert Ito",2006, 1h 15m,"Action, Adventure, Animation, Family, Science Fiction"
Spriggan ,Hirotsugu Kawasaki,"Ryuji Aigase, Takehito Koyasu, Showtaro Morikubo, Katsumi Suzuki, Ken Shiroyama",1998, 1h 30m,"Action, Animation, Science Fiction"
Space Is the Place ,John Coney,"Sun Ra, Raymond Johnson, Christopher Brooks, Marshall Allen, June Tyson",1974, 1h 25m,Science Fiction
Beast Man Snow Man ,Ishirô Honda,"Akira Takarada, Akemi Negishi, Momoko Kôchi, Nobuo Nakamura, Sachio Sakai",1955, 1h 34m,"Science Fiction, Horror"
Black Oxen ,Frank Lloyd,"Corinne Griffith, Clara Bow, Conway Tearle, Tom Ricketts, Tom Guise",1923, 1h 20m,"Drama, Romance, Science Fiction"
Green Lantern: First Flight ,Lauren Montgomery,"Christopher Meloni, Victor Garber, Michael Madsen, Tricia Helfer, John Larroquette",2009, 1h 15m,"Action, Animation, Science Fiction"
Found in Time ,Arthur Vincie,"MacLeod Andrews, Mina Vesper Gokal, Kelly Sullivan, Derek Morgan, Eric Martin Brown",2012, 1h 31m,"Science Fiction, Thriller"
Tiger & Bunny: The Beginning ,Yoshitomo Yonetani,"Hiroaki Hirata, Masakazu Morita, Taiten Kusunoki, Gou Inoue, Kenjirou Tsuda",2012, 1h 28m,"Animation, Action, Science Fiction"
Neon Genesis Evangelion: The End of Evangelion ,"Hideaki Anno, Kazuya Tsurumaki","Megumi Ogata, Megumi Hayashibara, Kotono Mitsuishi, Yuko Miyamura, Fumihiko Tachiki",1997, 1h 27m,"Drama, Science Fiction, Animation"
The Dark Hours ,Paul Fox,"Kate Greenhouse, Aidan Devine, Gordon Currie, Iris Graham, Dov Tiefenbach",2005, 1h 20m,"Horror, Science Fiction, Thriller"
Strange New World ,Robert Butler,"John Saxon, Kathleen Miller, Keene Curtis, James Olson, Martine Beswick",1975, 1h 40m,"TV Movie, Science Fiction"
Kamen Rider × Super Sentai: Super Hero Taihen – Who’s the culprit?! ,Hiroyuki Kato,"Katsuhiro Suzuki, Amano Kosei, Baba Ryouma, Tesshou Genda, Arisa Komiya",2012, 0h 55m,"Action, Comedy, Adventure, Science Fiction"
Quarantine L.A. ,Filip Maciejewicz,"Bo Linton, Eugenia Kuzmina, Adrian Voo, Adia Dinh, Dillaran Martin",2013, 1h 15m,"Science Fiction, Horror"
Decoys 2: Alien Seduction ,Jeffery Scott Lando,"Tyler Johnston, Kailin See, Kim Poirier, Dina Meyer, Tobin Bell",2007, 1h 34m,"Horror, Science Fiction"
A Clockwork Orange ,Stanley Kubrick,"Malcolm McDowell, Patrick Magee, Adrienne Corri, Michael Bates, Warren Clarke",1971, 2h 16m,"Science Fiction, Drama"
The Aquanauts ,Igor Voznesensky,"German Poloskov, Aleksandr Yakovlev, Iren Azer, Vatslav Dvorzhetsky, Paul Butkevich",1979, 1h 20m,"Adventure, Science Fiction"
Pig ,Henry Barrial,"Rudolf Martin, Heather Ankeny, Keith Diamond, Ines Dali, Patrick Fabian",2011, 1h 30m,"Drama, Mystery, Science Fiction, Thriller"
Time Adventure: 5 Seconds Til Climax ,Yojiro Takita,"Kozue Tanaka, Kaori Sugita, Shinobu Wakana, Saeko Kizuki, Yūji Nogami",1986, 1h 16m,"Comedy, Science Fiction"
The Lost Skeleton of Cadavra ,Larry Blamire,"Fay Masterson, Andrew Parks, Susan McConnell, Brian Howe, Jennifer Blaire",2001, 1h 30m,"Comedy, Horror, Science Fiction"
Little Otik ,Jan Švankmajer,"Veronika Žilková, Jan Hartl, Jaroslava Kretschmerová, Pavel Nový, Kristina Adamcová",2001, 2h 12m,"Animation, Fantasy, Drama, Horror, Comedy, Science Fiction"
Star Trek Beyond ,Justin Lin,"Chris Pine, Zachary Quinto, Karl Urban, Zoe Saldana, Simon Pegg",2016, 2h 2m,"Action, Adventure, Science Fiction"
Reptilicant ,Desi Singh,"Gary Daniels, Tina Desiree Berg, Jason Scott Johnson, Desi Singh, Paul Darrigo",2006, 1h 32m,"Science Fiction, Action, Horror"
Metropolis ,Fritz Lang,"Alfred Abel, Gustav Fröhlich, Rudolf Klein-Rogge, Fritz Rasp, Theodor Loos",1927, 2h 33m,"Drama, Science Fiction"
Mobile Suit Zeta Gundam A New Translation I: Heirs to the Stars ,Yoshiyuki Tomino,"Kazuhiko Inoue, Shuuichi Ikeda, Nobuo Tobita, Hirotaka Suzuoki, Hirotaka Suzuoki",2005, 1h 34m,"Action, Animation, Drama, Science Fiction, War"
Star Wars: Episode III - Revenge of the Sith ,George Lucas,"Hayden Christensen, Ewan McGregor, Natalie Portman, Ian McDiarmid, Matthew Wood",2005, 2h 20m,"Science Fiction, Adventure, Action"
The Cat from Outer Space ,Norman Tokar,"Ken Berry, Sandy Duncan, Harry Morgan, Roddy McDowall, McLean Stevenson",1978, 1h 44m,"Comedy, Family, Science Fiction"
The Machine ,François Dupeyron,"Gérard Depardieu, Nathalie Baye, Didier Bourdon, Natalia Wörner, Julie Depardieu",1994, 1h 36m,"Horror, Thriller, Science Fiction"
Anna Karamazoff ,Rustam Khamdamov,"Jeanne Moreau, Yelena Solovey, Natalya Leble, Victor Sibilyov, Gregory Hlady",1991, 2h 5m,Science Fiction
Tokusou Sentai Dekaranger The Movie: Full Blast Action ,Katsuya Watanabe,"Ryuji Sainei, Tsuyoshi Hayashi, Yousuke Itou, Ayumi Kinoshita, Mika Kikuchi",2004, 0h 39m,"Action, Adventure, Science Fiction"
Chōriki Sentai Ohranger: Ohré vs Kakuranger ,Shohei Tôjô,"Masaru Shishindo, Kunio Masaoka, Masashi Goda, Ayumi Asô, Tamao Satô",1996, 0h 45m,"Action, Adventure, Science Fiction, Fantasy"
Mahou Sentai Magiranger the Movie: Bride of Infershia ,Noboru Takemoto,"Jun Hashimoto, Asami Kai, Yuki Ito, Hiroya Matsumoto, Ayumi Beppu",2005, 0h 39m,"Action, Adventure, Science Fiction"
Neutron vs. Dr. Caronte ,Federico Curiel,"Wolf Ruvinskis, Julio Alemán, Armando Silvestre, Rosita Arenas, Roberto Ramírez Garza",1963, 1h 20m,"Science Fiction, Action, Horror"
Invasion ,Alan Bridges,"Edward Judd, Yoko Tani, Valerie Gearon, Lyndon Brook, Ric Young",1965, 1h 22m,Science Fiction
The Butcher's Wife ,Terry Hughes,"Demi Moore, Jeff Daniels, George Dzundza, Mary Steenburgen, Frances McDormand",1991, 1h 47m,"Fantasy, Comedy, Science Fiction, Romance"
Actium Maximus ,Mark Hicks,"Johnathan Daniel McCuin, Mark Hicks, Jennifer Hamil, David Matt Duncan, Selwyn Findley",2005, 1h 18m,Science Fiction
Emit ,J.S. Mayank,"Jack Coleman, James Keane, Mimi Cozzens, Elaine Mani Lee, Sherri Parker Lee",2013, 0h 10m,Science Fiction
Prehysteria! 2 ,Albert Band,"Kevin Connors, Jennifer Harte, Dean Scofield, Bettye Ackerman, Greg Lewis",1994, 1h 22m,"Family, Drama, Fantasy, Science Fiction, Comedy"
Violent Encounter with the Steel Demons ,Toshiki Hirano,"Kazuhiko Inoue, Sakiko Tamagawa, Toshio Furukawa, Fumihiko Tachiki, Ikuya Sawaki",1987, -,"Animation, Horror, Science Fiction"
3 Supermen Against Godfather ,Italo Martinenghi,"Tony Corti, Cüneyt Arkın, Ünsal Emre, Aldo Canti, Güngör Bayrak",1979, 1h 27m,"Comedy, Crime, Science Fiction"
Atlantic Rim ,Jared Cohn,"Graham Greene, David Chokachi, Jackie Moore, Anthony 'Treach' Criss, Nicole Alexandra Shipley",2013, 1h 25m,"Action, Science Fiction"
Dragon Storm ,Stephen Furst,"Richard Wharton, John Rhys-Davies, Angel Boris Reed, Woon Young Park, Maxwell Caulfield",2004, 1h 36m,"Adventure, Science Fiction"
Funky Forest: The First Contact ,"Shunichiro Miki, Hajime Ishimine, Katsuhito Ishii","Tadanobu Asano, Ryo Kase, Rinko Kikuchi, Yoshiyuki Morishita, Hideaki Anno",2005, 2h 30m,"Comedy, Drama, Science Fiction"
The Sandlot: Heading Home ,William Dear,"Sarah Deakins, Luke Perry, Danny Nucci, Keanu Pires, Chauncey Leopardi",2007, 1h 36m,"Adventure, Drama, Action, Comedy, Science Fiction, Family"
Deadlocked: Escape from Zone 14 ,Graeme Campbell,"Esai Morales, Nia Peeples",1995, 1h 31m,"Action, Drama, Science Fiction"
Kamen Rider × Super Sentai: Super Hero Taisen ,Osamu Kaneda,"Masahiro Inoue, Ryota Ozawa, Sota Fukushi, Katsuhiro Suzuki, Kimito Totani",2012, 1h 29m,"Action, Adventure, Science Fiction"
